UEId,Timestamp,CQI,ThroughputMbps,BLERPct
UE-CELL-SYD-02-1-1-1,2025-06-21T09:15:00Z,14.7,72.0,1.7
UE-CELL-SYD-02-1-1-1,2025-06-21T09:20:00Z,12.6,11.4,2.1
UE-CELL-SYD-02-1-1-1,2025-06-21T09:25:00Z,13.8,25.6,2.6
UE-CELL-SYD-02-1-1-1,2025-06-21T09:30:00Z,13.2,20.2,1.6
UE-CELL-SYD-02-1-1-1,2025-06-21T09:35:00Z,13.3,32.7,1.6
UE-CELL-SYD-02-1-1-1,2025-06-21T09:40:00Z,14.4,21.7,0.6
UE-CELL-SYD-02-1-1-1,2025-06-21T09:45:00Z,12.3,38.1,2.2
UE-CELL-SYD-02-1-1-1,2025-06-21T09:50:00Z,15.0,21.0,1.1
UE-CELL-SYD-02-1-1-1,2025-06-21T09:55:00Z,14.5,50.6,0.7
UE-CELL-SYD-02-1-1-2,2025-06-21T08:00:00Z,8.3,87.9,1.2
UE-CELL-SYD-02-1-1-2,2025-06-21T08:05:00Z,8.6,21.8,2.6
UE-CELL-SYD-02-1-1-2,2025-06-21T08:10:00Z,8.2,74.6,1.8
UE-CELL-SYD-02-1-1-2,2025-06-21T08:15:00Z,9.3,21.2,1.7
UE-CELL-SYD-02-1-1-2,2025-06-21T08:20:00Z,10.6,80.5,0.9
UE-CELL-SYD-02-1-1-2,2025-06-21T08:25:00Z,8.3,67.6,1.4
UE-CELL-SYD-02-1-1-2,2025-06-21T08:30:00Z,9.8,31.8,2.7
UE-CELL-SYD-02-1-1-2,2025-06-21T08:35:00Z,10.2,42.9,2.9
UE-CELL-SYD-02-1-1-2,2025-06-21T08:40:00Z,10.0,15.5,2.4
UE-CELL-SYD-02-1-1-2,2025-06-21T08:45:00Z,9.0,44.9,1.5
UE-CELL-SYD-02-1-1-2,2025-06-21T08:50:00Z,9.5,18.6,2.8
UE-CELL-SYD-02-1-1-2,2025-06-21T08:55:00Z,8.3,72.6,0.7
UE-CELL-SYD-02-1-1-2,2025-06-21T09:00:00Z,8.9,23.2,1.6
UE-CELL-SYD-02-1-1-2,2025-06-21T09:05:00Z,9.3,56.7,1.4
UE-CELL-SYD-02-1-1-2,2025-06-21T09:10:00Z,9.2,34.5,1.4
UE-CELL-SYD-02-1-1-2,2025-06-21T09:15:00Z,10.2,74.4,2.9
UE-CELL-SYD-02-1-1-2,2025-06-21T09:20:00Z,10.6,15.1,1.7
UE-CELL-SYD-02-1-1-2,2025-06-21T09:25:00Z,9.3,66.9,1.1
UE-CELL-SYD-02-1-1-2,2025-06-21T09:30:00Z,10.8,33.4,1.8
UE-CELL-SYD-02-1-1-2,2025-06-21T09:35:00Z,9.9,79.4,0.9
UE-CELL-SYD-02-1-1-2,2025-06-21T09:40:00Z,9.4,17.4,2.7
UE-CELL-SYD-02-1-1-2,2025-06-21T09:45:00Z,10.5,85.3,1.7
UE-CELL-SYD-02-1-1-2,2025-06-21T09:50:00Z,10.3,81.2,2.2
UE-CELL-SYD-02-1-1-2,2025-06-21T09:55:00Z,9.9,85.5,0.7
UE-CELL-SYD-02-1-2-1,2025-06-21T08:00:00Z,12.4,89.3,2.0
UE-CELL-SYD-02-1-2-1,2025-06-21T08:05:00Z,12.1,24.8,1.1
UE-CELL-SYD-02-1-2-1,2025-06-21T08:10:00Z,12.1,55.7,2.9
UE-CELL-SYD-02-1-2-1,2025-06-21T08:15:00Z,12.0,41.4,1.7
UE-CELL-SYD-02-1-2-1,2025-06-21T08:20:00Z,11.4,85.1,2.7
UE-CELL-SYD-02-1-2-1,2025-06-21T08:25:00Z,10.0,86.4,1.9
UE-CELL-SYD-02-1-2-1,2025-06-21T08:30:00Z,11.5,57.5,1.4
UE-CELL-SYD-02-1-2-1,2025-06-21T08:35:00Z,11.3,67.9,2.3
UE-CELL-SYD-02-1-2-1,2025-06-21T08:40:00Z,11.6,49.4,1.6
UE-CELL-SYD-02-1-2-1,2025-06-21T08:45:00Z,10.9,84.1,2.6
UE-CELL-SYD-02-1-2-1,2025-06-21T08:50:00Z,12.6,33.9,1.0
UE-CELL-SYD-02-1-2-1,2025-06-21T08:55:00Z,12.3,64.8,1.2
UE-CELL-SYD-02-1-2-1,2025-06-21T09:00:00Z,9.9,19.1,2.7
UE-CELL-SYD-02-1-2-1,2025-06-21T09:05:00Z,12.0,73.3,1.3
UE-CELL-SYD-02-1-2-1,2025-06-21T09:10:00Z,10.1,8.1,1.3
UE-CELL-SYD-02-1-2-1,2025-06-21T09:15:00Z,11.0,32.1,2.1
UE-CELL-SYD-02-1-2-1,2025-06-21T09:20:00Z,11.8,23.2,1.5
UE-CELL-SYD-02-1-2-1,2025-06-21T09:25:00Z,11.6,76.1,1.6
UE-CELL-SYD-02-1-2-1,2025-06-21T09:30:00Z,9.8,29.3,1.0
UE-CELL-SYD-02-1-2-1,2025-06-21T09:35:00Z,10.6,37.1,0.5
UE-CELL-SYD-02-1-2-1,2025-06-21T09:40:00Z,11.2,35.6,1.2
UE-CELL-SYD-02-1-2-1,2025-06-21T09:45:00Z,10.1,57.6,2.0
UE-CELL-SYD-02-1-2-1,2025-06-21T09:50:00Z,10.0,65.1,0.6
UE-CELL-SYD-02-1-2-1,2025-06-21T09:55:00Z,12.2,73.1,2.1
UE-CELL-SYD-02-1-2-2,2025-06-21T08:00:00Z,10.6,75.5,2.3
UE-CELL-SYD-02-1-2-2,2025-06-21T08:05:00Z,8.5,26.3,0.9
UE-CELL-SYD-02-1-2-2,2025-06-21T08:10:00Z,9.4,75.3,2.0
UE-CELL-SYD-02-1-2-2,2025-06-21T08:15:00Z,10.2,31.6,0.6
UE-CELL-SYD-02-1-2-2,2025-06-21T08:20:00Z,10.3,44.5,1.6
UE-CELL-SYD-02-1-2-2,2025-06-21T08:25:00Z,10.6,43.3,2.2
UE-CELL-SYD-02-1-2-2,2025-06-21T08:30:00Z,8.9,74.4,0.9
UE-CELL-SYD-02-1-2-2,2025-06-21T08:35:00Z,8.4,54.8,2.2
UE-CELL-SYD-02-1-2-2,2025-06-21T08:40:00Z,10.5,43.4,1.4
UE-CELL-SYD-02-1-2-2,2025-06-21T08:45:00Z,8.7,21.3,0.7
UE-CELL-SYD-02-1-2-2,2025-06-21T08:50:00Z,10.8,19.6,1.5
UE-CELL-SYD-02-1-2-2,2025-06-21T08:55:00Z,9.1,41.4,2.6
UE-CELL-SYD-02-1-2-2,2025-06-21T09:00:00Z,8.1,21.1,0.7
UE-CELL-SYD-02-1-2-2,2025-06-21T09:05:00Z,9.1,65.8,2.0
UE-CELL-SYD-02-1-2-2,2025-06-21T09:10:00Z,8.2,21.4,1.7
UE-CELL-SYD-02-1-2-2,2025-06-21T09:15:00Z,8.2,33.6,2.1
UE-CELL-SYD-02-1-2-2,2025-06-21T09:20:00Z,9.9,33.4,2.1
UE-CELL-SYD-02-1-2-2,2025-06-21T09:25:00Z,10.1,54.6,2.9
UE-CELL-SYD-02-1-2-2,2025-06-21T09:30:00Z,8.7,14.1,2.1
UE-CELL-SYD-02-1-2-2,2025-06-21T09:35:00Z,10.3,76.5,2.9
UE-CELL-SYD-02-1-2-2,2025-06-21T09:40:00Z,9.6,18.8,2.5
UE-CELL-SYD-02-1-2-2,2025-06-21T09:45:00Z,8.7,73.3,1.2
UE-CELL-SYD-02-1-2-2,2025-06-21T09:50:00Z,10.9,25.3,1.8
UE-CELL-SYD-02-1-2-2,2025-06-21T09:55:00Z,10.8,72.7,2.5
UE-CELL-SYD-02-1-3-1,2025-06-21T08:00:00Z,12.9,51.3,1.1
UE-CELL-SYD-02-1-3-1,2025-06-21T08:05:00Z,13.1,26.5,2.4
UE-CELL-SYD-02-1-3-1,2025-06-21T08:10:00Z,12.4,23.9,1.2
UE-CELL-SYD-02-1-3-1,2025-06-21T08:15:00Z,12.0,36.8,2.5
UE-CELL-SYD-02-1-3-1,2025-06-21T08:20:00Z,12.2,82.1,2.5
UE-CELL-SYD-02-1-3-1,2025-06-21T08:25:00Z,12.8,46.3,1.6
UE-CELL-SYD-02-1-3-1,2025-06-21T08:30:00Z,11.8,66.8,1.1
UE-CELL-SYD-02-1-3-1,2025-06-21T08:35:00Z,12.7,62.7,1.7
UE-CELL-SYD-02-1-3-1,2025-06-21T08:40:00Z,14.4,49.3,0.9
UE-CELL-SYD-02-1-3-1,2025-06-21T08:45:00Z,14.0,37.1,2.7
UE-CELL-SYD-02-1-3-1,2025-06-21T08:50:00Z,13.7,27.9,0.6
UE-CELL-SYD-02-1-3-1,2025-06-21T08:55:00Z,12.3,58.1,1.2
UE-CELL-SYD-02-1-3-1,2025-06-21T09:00:00Z,12.3,9.7,0.6
UE-CELL-SYD-02-1-3-1,2025-06-21T09:05:00Z,13.0,59.5,2.3
UE-CELL-SYD-02-1-3-1,2025-06-21T09:10:00Z,12.6,35.3,2.0
UE-CELL-SYD-02-1-3-1,2025-06-21T09:15:00Z,11.8,74.1,0.8
UE-CELL-SYD-02-1-3-1,2025-06-21T09:20:00Z,14.1,12.7,1.7
UE-CELL-SYD-02-1-3-1,2025-06-21T09:25:00Z,13.4,51.3,1.9
UE-CELL-SYD-02-1-3-1,2025-06-21T09:30:00Z,12.8,22.6,0.9
UE-CELL-SYD-02-1-3-1,2025-06-21T09:35:00Z,13.0,57.6,1.5
UE-CELL-SYD-02-1-3-1,2025-06-21T09:40:00Z,11.7,21.1,1.1
UE-CELL-SYD-02-1-3-1,2025-06-21T09:45:00Z,12.8,45.3,1.4
UE-CELL-SYD-02-1-3-1,2025-06-21T09:50:00Z,12.8,55.6,1.7
UE-CELL-SYD-02-1-3-1,2025-06-21T09:55:00Z,13.3,38.3,2.7
UE-CELL-SYD-02-1-3-2,2025-06-21T08:00:00Z,11.9,67.4,2.0
UE-CELL-SYD-02-1-3-2,2025-06-21T08:05:00Z,12.5,59.9,1.5
UE-CELL-SYD-02-1-3-2,2025-06-21T08:10:00Z,10.0,63.7,1.0
UE-CELL-SYD-02-1-3-2,2025-06-21T08:15:00Z,12.4,83.0,2.6
UE-CELL-SYD-02-1-3-2,2025-06-21T08:20:00Z,11.7,48.6,1.9
UE-CELL-SYD-02-1-3-2,2025-06-21T08:25:00Z,11.3,74.9,1.3
UE-CELL-SYD-02-1-3-2,2025-06-21T08:30:00Z,10.8,54.2,1.1
UE-CELL-SYD-02-1-3-2,2025-06-21T08:35:00Z,12.0,34.1,1.0
UE-CELL-SYD-02-1-3-2,2025-06-21T08:40:00Z,11.6,46.9,1.7
UE-CELL-SYD-02-1-3-2,2025-06-21T08:45:00Z,10.6,58.2,0.7
UE-CELL-SYD-02-1-3-2,2025-06-21T08:50:00Z,10.6,17.4,0.5
UE-CELL-SYD-02-1-3-2,2025-06-21T08:55:00Z,12.4,61.1,1.0
UE-CELL-SYD-02-1-3-2,2025-06-21T09:00:00Z,12.0,12.9,1.8
UE-CELL-SYD-02-1-3-2,2025-06-21T09:05:00Z,12.3,48.0,1.3
UE-CELL-SYD-02-1-3-2,2025-06-21T09:10:00Z,10.1,13.8,1.8
UE-CELL-SYD-02-1-3-2,2025-06-21T09:15:00Z,12.2,76.8,1.1
UE-CELL-SYD-02-1-3-2,2025-06-21T09:20:00Z,11.2,15.3,2.1
UE-CELL-SYD-02-1-3-2,2025-06-21T09:25:00Z,11.3,25.4,2.6
UE-CELL-SYD-02-1-3-2,2025-06-21T09:30:00Z,10.7,13.1,2.2
UE-CELL-SYD-02-1-3-2,2025-06-21T09:35:00Z,11.2,62.6,1.0
UE-CELL-SYD-02-1-3-2,2025-06-21T09:40:00Z,9.7,10.5,2.5
UE-CELL-SYD-02-1-3-2,2025-06-21T09:45:00Z,11.2,24.4,2.3
UE-CELL-SYD-02-1-3-2,2025-06-21T09:50:00Z,10.2,64.8,0.7
UE-CELL-SYD-02-1-3-2,2025-06-21T09:55:00Z,10.2,50.5,3.0
UE-CELL-SYD-02-2-1-1,2025-06-21T08:00:00Z,10.0,23.5,2.1
UE-CELL-SYD-02-2-1-1,2025-06-21T08:05:00Z,10.2,67.7,2.9
UE-CELL-SYD-02-2-1-1,2025-06-21T08:10:00Z,9.9,52.6,1.5
UE-CELL-SYD-02-2-1-1,2025-06-21T08:15:00Z,11.5,45.0,2.3
UE-CELL-SYD-02-2-1-1,2025-06-21T08:20:00Z,11.1,29.4,1.2
UE-CELL-SYD-02-2-1-1,2025-06-21T08:25:00Z,8.9,33.6,2.5
UE-CELL-SYD-02-2-1-1,2025-06-21T08:30:00Z,8.6,23.0,1.4
UE-CELL-SYD-02-2-1-1,2025-06-21T08:35:00Z,10.3,57.9,1.8
UE-CELL-SYD-02-2-1-1,2025-06-21T08:40:00Z,11.0,27.9,1.4
UE-CELL-SYD-02-2-1-1,2025-06-21T08:45:00Z,9.0,53.1,2.2
UE-CELL-SYD-02-2-1-1,2025-06-21T08:50:00Z,11.2,20.3,0.7
UE-CELL-SYD-02-2-1-1,2025-06-21T08:55:00Z,9.7,53.1,0.8
UE-CELL-SYD-02-2-1-1,2025-06-21T09:00:00Z,10.2,22.1,0.8
UE-CELL-SYD-02-2-1-1,2025-06-21T09:05:00Z,10.5,29.1,0.8
UE-CELL-SYD-02-2-1-1,2025-06-21T09:10:00Z,9.4,25.4,1.5
UE-CELL-SYD-02-2-1-1,2025-06-21T09:15:00Z,8.9,89.2,1.0
UE-CELL-SYD-02-2-1-1,2025-06-21T09:20:00Z,8.6,14.9,2.8
UE-CELL-SYD-02-2-1-1,2025-06-21T09:25:00Z,11.0,87.9,2.1
UE-CELL-SYD-02-2-1-1,2025-06-21T09:30:00Z,10.7,19.7,3.0
UE-CELL-SYD-02-2-1-1,2025-06-21T09:35:00Z,10.2,59.0,2.0
UE-CELL-SYD-02-2-1-1,2025-06-21T09:40:00Z,11.0,13.4,1.5
UE-CELL-SYD-02-2-1-1,2025-06-21T09:45:00Z,9.3,82.1,2.5
UE-CELL-SYD-02-2-1-1,2025-06-21T09:50:00Z,10.0,88.2,0.5
UE-CELL-SYD-02-2-1-1,2025-06-21T09:55:00Z,9.3,34.4,1.0
UE-CELL-SYD-02-2-1-2,2025-06-21T08:00:00Z,11.8,79.4,2.4
UE-CELL-SYD-02-2-1-2,2025-06-21T08:05:00Z,10.2,55.5,2.3
UE-CELL-SYD-02-2-1-2,2025-06-21T08:10:00Z,11.8,37.0,1.6
UE-CELL-SYD-02-2-1-2,2025-06-21T08:15:00Z,10.9,69.9,1.4
UE-CELL-SYD-02-2-1-2,2025-06-21T08:20:00Z,11.6,81.4,2.0
UE-CELL-SYD-02-2-1-2,2025-06-21T08:25:00Z,9.3,87.5,2.6
UE-CELL-SYD-02-2-1-2,2025-06-21T08:30:00Z,9.7,17.9,0.9
UE-CELL-SYD-02-2-1-2,2025-06-21T08:35:00Z,11.1,36.5,2.3
UE-CELL-SYD-02-2-1-2,2025-06-21T08:40:00Z,11.5,48.1,2.2
UE-CELL-SYD-02-2-1-2,2025-06-21T08:45:00Z,9.4,48.0,1.1
UE-CELL-SYD-02-2-1-2,2025-06-21T08:50:00Z,11.1,26.6,1.4
UE-CELL-SYD-02-2-1-2,2025-06-21T08:55:00Z,11.1,77.1,1.6
UE-CELL-SYD-02-2-1-2,2025-06-21T09:00:00Z,11.8,16.6,2.5
UE-CELL-SYD-02-2-1-2,2025-06-21T09:05:00Z,11.7,51.0,0.9
UE-CELL-SYD-02-2-1-2,2025-06-21T09:10:00Z,11.1,12.7,1.8
UE-CELL-SYD-02-2-1-2,2025-06-21T09:15:00Z,9.6,64.7,1.0
UE-CELL-SYD-02-2-1-2,2025-06-21T09:20:00Z,12.1,18.8,1.2
UE-CELL-SYD-02-2-1-2,2025-06-21T09:25:00Z,12.1,77.8,1.1
UE-CELL-SYD-02-2-1-2,2025-06-21T09:30:00Z,11.1,31.6,1.8
UE-CELL-SYD-02-2-1-2,2025-06-21T09:35:00Z,10.7,38.4,0.9
UE-CELL-SYD-02-2-1-2,2025-06-21T09:40:00Z,11.6,16.2,2.5
UE-CELL-SYD-02-2-1-2,2025-06-21T09:45:00Z,10.4,67.8,2.0
UE-CELL-SYD-02-2-1-2,2025-06-21T09:50:00Z,12.0,24.0,1.2
UE-CELL-SYD-02-2-1-2,2025-06-21T09:55:00Z,9.3,57.5,0.8
UE-CELL-SYD-02-2-2-1,2025-06-21T08:00:00Z,11.9,34.0,2.6
UE-CELL-SYD-02-2-2-1,2025-06-21T08:05:00Z,11.7,47.8,0.9
UE-CELL-SYD-02-2-2-1,2025-06-21T08:10:00Z,12.2,62.5,2.7
UE-CELL-SYD-02-2-2-1,2025-06-21T08:15:00Z,12.4,67.0,2.2
UE-CELL-SYD-02-2-2-1,2025-06-21T08:20:00Z,11.3,39.3,1.4
UE-CELL-SYD-02-2-2-1,2025-06-21T08:25:00Z,12.5,28.8,1.8
UE-CELL-SYD-02-2-2-1,2025-06-21T08:30:00Z,10.9,46.9,1.0
UE-CELL-SYD-02-2-2-1,2025-06-21T08:35:00Z,12.4,63.7,2.2
UE-CELL-SYD-02-2-2-1,2025-06-21T08:40:00Z,13.3,44.1,2.3
UE-CELL-SYD-02-2-2-1,2025-06-21T08:45:00Z,12.3,22.0,1.3
UE-CELL-SYD-02-2-2-1,2025-06-21T08:50:00Z,10.9,29.1,2.6
UE-CELL-SYD-02-2-2-1,2025-06-21T08:55:00Z,11.2,64.5,2.8
UE-CELL-SYD-02-2-2-1,2025-06-21T09:00:00Z,10.6,21.5,2.9
UE-CELL-SYD-02-2-2-1,2025-06-21T09:05:00Z,11.2,27.8,2.0
UE-CELL-SYD-02-2-2-1,2025-06-21T09:10:00Z,13.4,9.7,2.8
UE-CELL-SYD-02-2-2-1,2025-06-21T09:15:00Z,11.5,72.5,2.4
UE-CELL-SYD-02-2-2-1,2025-06-21T09:20:00Z,10.7,12.0,2.4
UE-CELL-SYD-02-2-2-1,2025-06-21T09:25:00Z,11.4,30.1,2.4
UE-CELL-SYD-02-2-2-1,2025-06-21T09:30:00Z,11.7,26.3,0.9
UE-CELL-SYD-02-2-2-1,2025-06-21T09:35:00Z,11.2,70.3,2.5
UE-CELL-SYD-02-2-2-1,2025-06-21T09:40:00Z,11.6,15.8,0.6
UE-CELL-SYD-02-2-2-1,2025-06-21T09:45:00Z,13.4,26.6,0.5
UE-CELL-SYD-02-2-2-1,2025-06-21T09:50:00Z,12.1,53.3,2.5
UE-CELL-SYD-02-2-2-1,2025-06-21T09:55:00Z,12.1,21.2,1.2
UE-CELL-SYD-02-2-2-2,2025-06-21T08:00:00Z,9.9,89.3,2.2
UE-CELL-SYD-02-2-2-2,2025-06-21T08:05:00Z,10.3,64.8,2.0
UE-CELL-SYD-02-2-2-2,2025-06-21T08:10:00Z,9.3,44.9,1.1
UE-CELL-SYD-02-2-2-2,2025-06-21T08:15:00Z,10.5,22.8,1.1
UE-CELL-SYD-02-2-2-2,2025-06-21T08:20:00Z,9.6,39.9,2.3
UE-CELL-SYD-02-2-2-2,2025-06-21T08:25:00Z,9.1,57.0,2.0
UE-CELL-SYD-02-2-2-2,2025-06-21T08:30:00Z,8.7,25.9,1.8
UE-CELL-SYD-02-2-2-2,2025-06-21T08:35:00Z,8.7,29.8,2.6
UE-CELL-SYD-02-2-2-2,2025-06-21T08:40:00Z,9.9,19.5,1.7
UE-CELL-SYD-02-2-2-2,2025-06-21T08:45:00Z,8.1,88.6,2.3
UE-CELL-SYD-02-2-2-2,2025-06-21T08:50:00Z,10.7,28.1,2.3
UE-CELL-SYD-02-2-2-2,2025-06-21T08:55:00Z,8.2,22.4,0.7
UE-CELL-SYD-02-2-2-2,2025-06-21T09:00:00Z,9.7,24.8,1.5
UE-CELL-SYD-02-2-2-2,2025-06-21T09:05:00Z,9.6,42.9,1.1
UE-CELL-SYD-02-2-2-2,2025-06-21T09:10:00Z,10.6,27.4,0.9
UE-CELL-SYD-02-2-2-2,2025-06-21T09:15:00Z,9.5,40.3,0.6
UE-CELL-SYD-02-2-2-2,2025-06-21T09:20:00Z,9.1,29.9,0.7
UE-CELL-SYD-02-2-2-2,2025-06-21T09:25:00Z,8.2,86.0,3.0
UE-CELL-SYD-02-2-2-2,2025-06-21T09:30:00Z,8.7,34.5,0.8
UE-CELL-SYD-02-2-2-2,2025-06-21T09:35:00Z,8.0,21.3,2.9
UE-CELL-SYD-02-2-2-2,2025-06-21T09:40:00Z,9.7,31.0,0.7
UE-CELL-SYD-02-2-2-2,2025-06-21T09:45:00Z,10.3,21.0,1.5
UE-CELL-SYD-02-2-2-2,2025-06-21T09:50:00Z,8.9,41.8,1.2
UE-CELL-SYD-02-2-2-2,2025-06-21T09:55:00Z,10.4,64.1,1.0
UE-CELL-SYD-02-2-3-1,2025-06-21T08:00:00Z,10.8,49.3,2.4
UE-CELL-SYD-02-2-3-1,2025-06-21T08:05:00Z,11.5,34.4,2.4
UE-CELL-SYD-02-2-3-1,2025-06-21T08:10:00Z,9.7,37.9,1.4
UE-CELL-SYD-02-2-3-1,2025-06-21T08:15:00Z,9.7,64.9,1.2
UE-CELL-SYD-02-2-3-1,2025-06-21T08:20:00Z,11.8,64.5,2.4
UE-CELL-SYD-02-2-3-1,2025-06-21T08:25:00Z,12.6,34.8,1.5
UE-CELL-SYD-02-2-3-1,2025-06-21T08:30:00Z,10.8,40.1,0.6
UE-CELL-SYD-02-2-3-1,2025-06-21T08:35:00Z,11.3,75.8,1.8
UE-CELL-SYD-02-2-3-1,2025-06-21T08:40:00Z,11.7,34.8,0.7
UE-CELL-SYD-02-2-3-1,2025-06-21T08:45:00Z,11.0,57.3,1.2
UE-CELL-SYD-02-2-3-1,2025-06-21T08:50:00Z,10.6,15.2,1.6
UE-CELL-SYD-02-2-3-1,2025-06-21T08:55:00Z,11.2,41.9,1.2
UE-CELL-SYD-02-2-3-1,2025-06-21T09:00:00Z,11.7,19.1,2.1
UE-CELL-SYD-02-2-3-1,2025-06-21T09:05:00Z,10.5,88.3,2.1
UE-CELL-SYD-02-2-3-1,2025-06-21T09:10:00Z,9.7,11.1,2.3
UE-CELL-SYD-02-2-3-1,2025-06-21T09:15:00Z,11.8,39.9,2.6
UE-CELL-SYD-02-2-3-1,2025-06-21T09:20:00Z,10.4,30.2,1.2
UE-CELL-SYD-02-2-3-1,2025-06-21T09:25:00Z,12.4,54.4,2.6
UE-CELL-SYD-02-2-3-1,2025-06-21T09:30:00Z,10.8,30.7,1.3
UE-CELL-SYD-02-2-3-1,2025-06-21T09:35:00Z,10.2,52.8,2.4
UE-CELL-SYD-02-2-3-1,2025-06-21T09:40:00Z,11.7,28.7,1.5
UE-CELL-SYD-02-2-3-1,2025-06-21T09:45:00Z,12.3,28.0,2.6
UE-CELL-SYD-02-2-3-1,2025-06-21T09:50:00Z,12.3,58.1,2.7
UE-CELL-SYD-02-2-3-1,2025-06-21T09:55:00Z,11.6,87.7,2.9
UE-CELL-SYD-02-2-3-2,2025-06-21T08:00:00Z,10.5,62.5,2.6
UE-CELL-SYD-02-2-3-2,2025-06-21T08:05:00Z,10.4,68.3,1.8
UE-CELL-SYD-02-2-3-2,2025-06-21T08:10:00Z,9.0,60.4,1.7
UE-CELL-SYD-02-2-3-2,2025-06-21T08:15:00Z,10.6,83.9,2.9
UE-CELL-SYD-02-2-3-2,2025-06-21T08:20:00Z,10.8,89.5,0.5
UE-CELL-SYD-02-2-3-2,2025-06-21T08:25:00Z,10.5,23.1,1.1
UE-CELL-SYD-02-2-3-2,2025-06-21T08:30:00Z,10.3,17.6,0.9
UE-CELL-SYD-02-2-3-2,2025-06-21T08:35:00Z,11.1,62.7,2.8
UE-CELL-SYD-02-2-3-2,2025-06-21T08:40:00Z,9.1,28.5,1.0
UE-CELL-SYD-02-2-3-2,2025-06-21T08:45:00Z,9.1,84.5,0.7
UE-CELL-SYD-02-2-3-2,2025-06-21T08:50:00Z,8.8,19.9,2.7
UE-CELL-SYD-02-2-3-2,2025-06-21T08:55:00Z,10.2,21.7,1.6
UE-CELL-SYD-02-2-3-2,2025-06-21T09:00:00Z,9.9,31.2,2.3
UE-CELL-SYD-02-2-3-2,2025-06-21T09:05:00Z,9.2,88.8,2.5
UE-CELL-SYD-02-2-3-2,2025-06-21T09:10:00Z,9.4,28.0,2.1
UE-CELL-SYD-02-2-3-2,2025-06-21T09:15:00Z,8.7,64.0,1.4
UE-CELL-SYD-02-2-3-2,2025-06-21T09:20:00Z,10.8,12.8,2.7
UE-CELL-SYD-02-2-3-2,2025-06-21T09:25:00Z,11.0,58.7,2.8
UE-CELL-SYD-02-2-3-2,2025-06-21T09:30:00Z,8.9,21.8,1.6
UE-CELL-SYD-02-2-3-2,2025-06-21T09:35:00Z,9.9,75.6,2.6
UE-CELL-SYD-02-2-3-2,2025-06-21T09:40:00Z,11.1,15.0,0.5
UE-CELL-SYD-02-2-3-2,2025-06-21T09:45:00Z,10.7,52.3,2.2
UE-CELL-SYD-02-2-3-2,2025-06-21T09:50:00Z,11.2,79.4,1.9
UE-CELL-SYD-02-2-3-2,2025-06-21T09:55:00Z,10.0,89.7,0.7
UE-CELL-MEL-01-1-1-1,2025-06-21T08:00:00Z,9.3,47.1,0.8
UE-CELL-MEL-01-1-1-1,2025-06-21T08:05:00Z,10.9,60.6,1.4
UE-CELL-MEL-01-1-1-1,2025-06-21T08:10:00Z,10.6,31.0,1.8
UE-CELL-MEL-01-1-1-1,2025-06-21T08:15:00Z,10.3,78.6,1.6
UE-CELL-MEL-01-1-1-1,2025-06-21T08:20:00Z,11.9,29.5,2.3
UE-CELL-MEL-01-1-1-1,2025-06-21T08:25:00Z,10.5,71.9,0.7
UE-CELL-MEL-01-1-1-1,2025-06-21T08:30:00Z,12.2,63.1,0.9
UE-CELL-MEL-01-1-1-1,2025-06-21T08:35:00Z,11.1,44.4,2.9
UE-CELL-MEL-01-1-1-1,2025-06-21T08:40:00Z,11.2,86.5,1.0
UE-CELL-MEL-01-1-1-1,2025-06-21T08:45:00Z,11.4,45.2,1.8
UE-CELL-MEL-01-1-1-1,2025-06-21T08:50:00Z,11.4,69.4,1.2
UE-CELL-MEL-01-1-1-1,2025-06-21T08:55:00Z,9.6,84.9,1.5
UE-CELL-MEL-01-1-1-1,2025-06-21T09:00:00Z,11.5,67.5,2.4
UE-CELL-MEL-01-1-1-1,2025-06-21T09:05:00Z,12.0,47.0,2.4
UE-CELL-MEL-01-1-1-1,2025-06-21T09:10:00Z,10.2,47.1,1.7
UE-CELL-MEL-01-1-1-1,2025-06-21T09:15:00Z,9.3,55.9,2.1
UE-CELL-MEL-01-1-1-1,2025-06-21T09:20:00Z,12.0,60.1,0.6
UE-CELL-MEL-01-1-1-1,2025-06-21T09:25:00Z,11.2,78.3,1.7
UE-CELL-MEL-01-1-1-1,2025-06-21T09:30:00Z,10.7,62.5,2.9
UE-CELL-MEL-01-1-1-1,2025-06-21T09:35:00Z,11.7,76.2,1.7
UE-CELL-MEL-01-1-1-1,2025-06-21T09:40:00Z,11.2,23.5,0.9
UE-CELL-MEL-01-1-1-1,2025-06-21T09:45:00Z,12.0,25.9,1.5
UE-CELL-MEL-01-1-1-1,2025-06-21T09:50:00Z,12.1,61.3,0.6
UE-CELL-MEL-01-1-1-1,2025-06-21T09:55:00Z,11.2,49.8,2.9
UE-CELL-MEL-01-1-1-2,2025-06-21T08:00:00Z,14.7,75.7,2.2
UE-CELL-MEL-01-1-1-2,2025-06-21T08:05:00Z,14.9,29.2,2.2
UE-CELL-MEL-01-1-1-2,2025-06-21T08:10:00Z,12.8,73.3,2.9
UE-CELL-MEL-01-1-1-2,2025-06-21T08:15:00Z,12.1,34.5,2.7
UE-CELL-MEL-01-1-1-2,2025-06-21T08:20:00Z,12.6,59.2,2.6
UE-CELL-MEL-01-1-1-2,2025-06-21T08:25:00Z,12.2,62.0,0.9
