LinkId,Timestamp,UtilizationPct,OpticalPowerDbm,BitErrorRate,LatencyMs
LINK-SYD-MEL-FIBRE-02,2026-02-04T21:10:00.000Z,31.9,-3.5,3.144e-12,7.5
LINK-SYD-BNE-FIBRE-01,2026-02-04T21:10:00.000Z,38.6,-2.6,3.259e-12,12.2
LINK-MEL-BNE-FIBRE-01,2026-02-04T21:10:00.000Z,33.2,-2.3,1.773e-12,12.8
LINK-SYD-AGG-NORTH-01,2026-02-04T21:10:00.000Z,26.0,-1.2,8.531e-13,0.5
LINK-SYD-AGG-SOUTH-01,2026-02-04T21:10:00.000Z,21.7,-1.4,1.142e-12,0.5
LINK-MEL-AGG-EAST-01,2026-02-04T21:10:00.000Z,35.5,-1.7,1.153e-12,0.5
LINK-MEL-AGG-WEST-01,2026-02-04T21:10:00.000Z,22.5,-1.0,1.154e-12,0.5
LINK-BNE-AGG-CENTRAL-01,2026-02-04T21:10:00.000Z,25.4,-1.4,5.707e-13,0.7
LINK-BNE-AGG-SOUTH-01,2026-02-04T21:10:00.000Z,15.9,-1.8,1.423e-12,0.5
LINK-SYD-MEL-FIBRE-01,2026-02-04T21:15:00.000Z,54.9,-3.0,5.556e-12,6.9
LINK-SYD-MEL-FIBRE-02,2026-02-04T21:15:00.000Z,29.5,-2.7,6.261e-12,6.9
LINK-SYD-BNE-FIBRE-01,2026-02-04T21:15:00.000Z,31.3,-2.2,1.764e-12,7.1
LINK-MEL-BNE-FIBRE-01,2026-02-04T21:15:00.000Z,37.4,-2.6,1.711e-12,9.5
LINK-SYD-AGG-NORTH-01,2026-02-04T21:15:00.000Z,25.6,-1.5,2.319e-12,1.1
LINK-SYD-AGG-SOUTH-01,2026-02-04T21:15:00.000Z,24.4,-1.3,1.097e-12,1.3
LINK-MEL-AGG-EAST-01,2026-02-04T21:15:00.000Z,25.7,-1.6,2.809e-12,0.5
LINK-MEL-AGG-WEST-01,2026-02-04T21:15:00.000Z,26.5,-1.4,1.221e-12,1.3
LINK-BNE-AGG-CENTRAL-01,2026-02-04T21:15:00.000Z,28.1,-1.0,4.115e-13,1.6
LINK-BNE-AGG-SOUTH-01,2026-02-04T21:15:00.000Z,21.8,-1.7,6.282e-13,0.9
LINK-SYD-MEL-FIBRE-01,2026-02-04T21:20:00.000Z,39.2,-2.5,1.438e-12,7.3
LINK-SYD-MEL-FIBRE-02,2026-02-04T21:20:00.000Z,23.1,-2.6,3.181e-12,10.2
LINK-SYD-BNE-FIBRE-01,2026-02-04T21:20:00.000Z,43.1,-1.7,2.487e-12,14.1
LINK-MEL-BNE-FIBRE-01,2026-02-04T21:20:00.000Z,29.0,-2.3,1.000e-14,14.3
LINK-SYD-AGG-NORTH-01,2026-02-04T21:20:00.000Z,30.5,-2.0,8.353e-13,0.7
LINK-SYD-AGG-SOUTH-01,2026-02-04T21:20:00.000Z,24.4,-1.9,7.329e-13,1.8
LINK-MEL-AGG-EAST-01,2026-02-04T21:20:00.000Z,26.6,-1.4,3.306e-12,0.5
LINK-MEL-AGG-WEST-01,2026-02-04T21:20:00.000Z,26.2,-2.1,1.523e-12,1.3
LINK-BNE-AGG-CENTRAL-01,2026-02-04T21:20:00.000Z,29.2,-1.3,1.173e-12,0.7
LINK-BNE-AGG-SOUTH-01,2026-02-04T21:20:00.000Z,24.4,-1.7,5.560e-13,0.9
LINK-SYD-MEL-FIBRE-01,2026-02-04T21:25:00.000Z,49.8,-2.3,3.878e-12,7.5
LINK-SYD-MEL-FIBRE-02,2026-02-04T21:25:00.000Z,20.2,-2.8,4.748e-13,6.7
LINK-SYD-BNE-FIBRE-01,2026-02-04T21:25:00.000Z,45.8,-2.7,2.246e-12,5.8
LINK-MEL-BNE-FIBRE-01,2026-02-04T21:25:00.000Z,31.7,-3.1,4.832e-12,7.6
LINK-SYD-AGG-NORTH-01,2026-02-04T21:25:00.000Z,27.3,-1.9,8.364e-13,1.5
LINK-SYD-AGG-SOUTH-01,2026-02-04T21:25:00.000Z,25.2,-1.3,9.536e-13,1.1
LINK-MEL-AGG-EAST-01,2026-02-04T21:25:00.000Z,28.6,-1.1,3.149e-12,0.6
LINK-MEL-AGG-WEST-01,2026-02-04T21:25:00.000Z,29.7,-1.5,5.901e-13,1.8
LINK-BNE-AGG-CENTRAL-01,2026-02-04T21:25:00.000Z,21.0,-1.4,1.497e-12,1.8
LINK-BNE-AGG-SOUTH-01,2026-02-04T21:25:00.000Z,19.2,-1.2,1.420e-12,1.7
LINK-SYD-MEL-FIBRE-01,2026-02-04T21:30:00.000Z,50.5,-3.4,2.700e-12,6.7
LINK-SYD-MEL-FIBRE-02,2026-02-04T21:30:00.000Z,27.9,-2.7,2.515e-12,6.2
LINK-SYD-BNE-FIBRE-01,2026-02-04T21:30:00.000Z,37.2,-2.7,1.077e-12,12.5
LINK-MEL-BNE-FIBRE-01,2026-02-04T21:30:00.000Z,38.9,-3.3,2.008e-14,17.9
LINK-SYD-AGG-NORTH-01,2026-02-04T21:30:00.000Z,20.9,-1.0,3.512e-13,1.4
LINK-SYD-AGG-SOUTH-01,2026-02-04T21:30:00.000Z,28.1,-2.1,1.009e-12,1.2
LINK-MEL-AGG-EAST-01,2026-02-04T21:30:00.000Z,33.2,-1.6,2.562e-12,1.7
LINK-MEL-AGG-WEST-01,2026-02-04T21:30:00.000Z,25.9,-1.6,5.910e-13,0.5
LINK-BNE-AGG-CENTRAL-01,2026-02-04T21:30:00.000Z,19.4,-0.9,6.730e-13,1.2
LINK-BNE-AGG-SOUTH-01,2026-02-04T21:30:00.000Z,26.0,-1.5,1.436e-12,1.5
LINK-SYD-MEL-FIBRE-01,2026-02-04T21:35:00.000Z,54.9,-2.4,1.000e-14,6.3
LINK-SYD-MEL-FIBRE-02,2026-02-04T21:35:00.000Z,18.7,-2.2,2.571e-12,3.9
LINK-SYD-BNE-FIBRE-01,2026-02-04T21:35:00.000Z,30.7,-1.8,4.600e-12,17.0
LINK-MEL-BNE-FIBRE-01,2026-02-04T21:35:00.000Z,29.0,-2.7,2.041e-12,13.4
LINK-SYD-AGG-NORTH-01,2026-02-04T21:35:00.000Z,33.0,-1.6,7.188e-13,1.3
LINK-SYD-AGG-SOUTH-01,2026-02-04T21:35:00.000Z,30.2,-2.2,3.034e-13,1.3
LINK-MEL-AGG-EAST-01,2026-02-04T21:35:00.000Z,33.2,-1.6,7.125e-13,1.3
LINK-MEL-AGG-WEST-01,2026-02-04T21:35:00.000Z,17.2,-2.0,2.030e-12,1.0
LINK-BNE-AGG-CENTRAL-01,2026-02-04T21:35:00.000Z,31.8,-1.6,5.260e-13,0.9
LINK-BNE-AGG-SOUTH-01,2026-02-04T21:35:00.000Z,26.3,-1.2,1.183e-12,0.8
LINK-SYD-MEL-FIBRE-01,2026-02-04T21:40:00.000Z,58.2,-3.0,1.000e-14,5.2
LINK-SYD-MEL-FIBRE-02,2026-02-04T21:40:00.000Z,19.0,-3.3,3.851e-12,10.0
LINK-SYD-BNE-FIBRE-01,2026-02-04T21:40:00.000Z,42.9,-3.2,1.839e-12,11.6
LINK-MEL-BNE-FIBRE-01,2026-02-04T21:40:00.000Z,25.2,-2.7,1.436e-12,17.6
LINK-SYD-AGG-NORTH-01,2026-02-04T21:40:00.000Z,27.2,-2.0,1.143e-12,1.5
LINK-SYD-AGG-SOUTH-01,2026-02-04T21:40:00.000Z,33.8,-1.3,3.467e-13,0.5
LINK-MEL-AGG-EAST-01,2026-02-04T21:40:00.000Z,25.9,-1.4,1.650e-12,0.5
LINK-MEL-AGG-WEST-01,2026-02-04T21:40:00.000Z,23.4,-0.7,8.408e-13,0.8
LINK-BNE-AGG-CENTRAL-01,2026-02-04T21:40:00.000Z,22.4,-1.2,1.650e-12,1.1
LINK-BNE-AGG-SOUTH-01,2026-02-04T21:40:00.000Z,22.4,-1.0,1.006e-12,0.5
LINK-SYD-MEL-FIBRE-01,2026-02-04T21:45:00.000Z,48.4,-2.2,4.778e-12,4.9
LINK-SYD-MEL-FIBRE-02,2026-02-04T21:45:00.000Z,20.4,-3.1,6.655e-13,8.9
LINK-SYD-BNE-FIBRE-01,2026-02-04T21:45:00.000Z,40.9,-2.3,8.865e-14,15.4
LINK-MEL-BNE-FIBRE-01,2026-02-04T21:45:00.000Z,30.6,-2.9,6.341e-12,9.3
LINK-SYD-AGG-NORTH-01,2026-02-04T21:45:00.000Z,32.2,-1.6,7.211e-13,0.9
LINK-SYD-AGG-SOUTH-01,2026-02-04T21:45:00.000Z,33.0,-2.1,1.430e-12,0.9
LINK-MEL-AGG-EAST-01,2026-02-04T21:45:00.000Z,37.8,-1.9,2.993e-12,0.6
LINK-MEL-AGG-WEST-01,2026-02-04T21:45:00.000Z,29.8,-0.7,1.106e-12,1.2
LINK-BNE-AGG-CENTRAL-01,2026-02-04T21:45:00.000Z,23.3,-1.0,7.457e-13,0.5
LINK-BNE-AGG-SOUTH-01,2026-02-04T21:45:00.000Z,18.2,-0.8,2.999e-13,2.0
LINK-SYD-MEL-FIBRE-01,2026-02-04T21:50:00.000Z,42.5,-3.2,5.682e-12,5.7
LINK-SYD-MEL-FIBRE-02,2026-02-04T21:50:00.000Z,20.2,-2.6,3.017e-13,4.4
LINK-SYD-BNE-FIBRE-01,2026-02-04T21:50:00.000Z,41.2,-3.1,3.749e-13,17.5
LINK-MEL-BNE-FIBRE-01,2026-02-04T21:50:00.000Z,40.2,-2.5,2.347e-12,18.1
LINK-SYD-AGG-NORTH-01,2026-02-04T21:50:00.000Z,35.2,-1.6,6.685e-13,1.3
LINK-SYD-AGG-SOUTH-01,2026-02-04T21:50:00.000Z,34.3,-2.1,1.180e-12,1.9
LINK-MEL-AGG-EAST-01,2026-02-04T21:50:00.000Z,33.0,-1.5,3.542e-12,1.4
LINK-MEL-AGG-WEST-01,2026-02-04T21:50:00.000Z,22.7,-1.4,4.133e-13,1.0
LINK-BNE-AGG-CENTRAL-01,2026-02-04T21:50:00.000Z,18.1,-1.3,6.774e-13,0.5
LINK-BNE-AGG-SOUTH-01,2026-02-04T21:50:00.000Z,18.7,-1.8,5.198e-13,1.3
LINK-SYD-MEL-FIBRE-01,2026-02-04T21:55:00.000Z,52.0,-2.8,7.795e-12,9.8
LINK-SYD-MEL-FIBRE-02,2026-02-04T21:55:00.000Z,32.6,-3.2,2.825e-12,7.8
LINK-SYD-BNE-FIBRE-01,2026-02-04T21:55:00.000Z,43.8,-2.3,2.014e-12,6.5
LINK-MEL-BNE-FIBRE-01,2026-02-04T21:55:00.000Z,27.7,-2.8,1.035e-12,12.0
LINK-SYD-AGG-NORTH-01,2026-02-04T21:55:00.000Z,31.7,-0.9,1.425e-12,1.1
LINK-SYD-AGG-SOUTH-01,2026-02-04T21:55:00.000Z,31.4,-1.6,1.297e-12,0.7
LINK-MEL-AGG-EAST-01,2026-02-04T21:55:00.000Z,24.6,-1.6,1.645e-12,0.5
LINK-MEL-AGG-WEST-01,2026-02-04T21:55:00.000Z,32.4,-1.2,1.012e-12,1.0
LINK-BNE-AGG-CENTRAL-01,2026-02-04T21:55:00.000Z,21.0,-1.3,1.272e-12,1.7
LINK-BNE-AGG-SOUTH-01,2026-02-04T21:55:00.000Z,19.1,-1.5,1.493e-12,0.5
LINK-SYD-MEL-FIBRE-01,2026-02-04T22:00:00.000Z,47.8,-3.2,1.000e-14,7.4
LINK-SYD-MEL-FIBRE-02,2026-02-04T22:00:00.000Z,28.5,-2.7,3.499e-12,6.8
LINK-SYD-BNE-FIBRE-01,2026-02-04T22:00:00.000Z,38.7,-2.9,3.844e-12,10.6
LINK-MEL-BNE-FIBRE-01,2026-02-04T22:00:00.000Z,41.7,-2.7,2.512e-12,16.3
LINK-SYD-AGG-NORTH-01,2026-02-04T22:00:00.000Z,23.5,-1.9,1.000e-14,2.0
LINK-SYD-AGG-SOUTH-01,2026-02-04T22:00:00.000Z,27.9,-1.6,3.882e-13,1.0
LINK-MEL-AGG-EAST-01,2026-02-04T22:00:00.000Z,33.4,-1.6,1.897e-12,0.5
LINK-MEL-AGG-WEST-01,2026-02-04T22:00:00.000Z,29.2,-1.5,1.244e-12,1.9
LINK-BNE-AGG-CENTRAL-01,2026-02-04T22:00:00.000Z,18.9,-1.5,1.332e-12,1.8
LINK-BNE-AGG-SOUTH-01,2026-02-04T22:00:00.000Z,22.6,-1.4,3.074e-13,1.4
LINK-SYD-MEL-FIBRE-01,2026-02-04T22:05:00.000Z,54.7,-3.0,1.442e-12,7.8
LINK-SYD-MEL-FIBRE-02,2026-02-04T22:05:00.000Z,25.6,-3.4,1.944e-12,7.8
LINK-SYD-BNE-FIBRE-01,2026-02-04T22:05:00.000Z,39.8,-2.0,2.579e-12,19.4
LINK-MEL-BNE-FIBRE-01,2026-02-04T22:05:00.000Z,38.2,-2.3,2.019e-12,10.5
LINK-SYD-AGG-NORTH-01,2026-02-04T22:05:00.000Z,30.2,-1.4,8.065e-13,0.7
LINK-SYD-AGG-SOUTH-01,2026-02-04T22:05:00.000Z,21.8,-2.0,1.199e-12,1.3
LINK-MEL-AGG-EAST-01,2026-02-04T22:05:00.000Z,26.0,-1.4,1.428e-12,0.5
LINK-MEL-AGG-WEST-01,2026-02-04T22:05:00.000Z,29.5,-1.3,1.091e-12,0.5
LINK-BNE-AGG-CENTRAL-01,2026-02-04T22:05:00.000Z,24.4,-1.0,7.240e-13,1.1
LINK-BNE-AGG-SOUTH-01,2026-02-04T22:05:00.000Z,17.9,-0.9,9.012e-13,1.0
LINK-SYD-MEL-FIBRE-01,2026-02-04T22:10:00.000Z,61.8,-3.4,4.145e-12,8.6
LINK-SYD-MEL-FIBRE-02,2026-02-04T22:10:00.000Z,20.4,-3.3,4.058e-12,5.6
LINK-SYD-BNE-FIBRE-01,2026-02-04T22:10:00.000Z,40.7,-2.1,1.674e-12,11.7
LINK-MEL-BNE-FIBRE-01,2026-02-04T22:10:00.000Z,32.8,-3.1,8.998e-13,11.5
LINK-SYD-AGG-NORTH-01,2026-02-04T22:10:00.000Z,37.0,-1.0,1.044e-12,0.8
LINK-SYD-AGG-SOUTH-01,2026-02-04T22:10:00.000Z,36.3,-1.8,6.651e-13,1.3
LINK-MEL-AGG-EAST-01,2026-02-04T22:10:00.000Z,31.2,-1.4,3.533e-12,1.0
LINK-MEL-AGG-WEST-01,2026-02-04T22:10:00.000Z,19.8,-1.3,1.165e-12,0.6
LINK-BNE-AGG-CENTRAL-01,2026-02-04T22:10:00.000Z,28.0,-1.9,4.464e-13,0.8
LINK-BNE-AGG-SOUTH-01,2026-02-04T22:10:00.000Z,18.5,-1.6,4.990e-13,1.9
LINK-SYD-MEL-FIBRE-01,2026-02-04T22:15:00.000Z,54.0,-2.6,2.132e-13,7.9
LINK-SYD-MEL-FIBRE-02,2026-02-04T22:15:00.000Z,16.4,-3.3,4.875e-12,8.1
LINK-SYD-BNE-FIBRE-01,2026-02-04T22:15:00.000Z,41.7,-3.3,1.873e-12,10.5
LINK-MEL-BNE-FIBRE-01,2026-02-04T22:15:00.000Z,24.8,-2.9,3.273e-12,17.6
LINK-SYD-AGG-NORTH-01,2026-02-04T22:15:00.000Z,27.9,-1.8,1.560e-12,1.2
LINK-SYD-AGG-SOUTH-01,2026-02-04T22:15:00.000Z,30.3,-1.5,1.291e-12,0.6
LINK-MEL-AGG-EAST-01,2026-02-04T22:15:00.000Z,40.4,-0.8,2.272e-13,1.0
LINK-MEL-AGG-WEST-01,2026-02-04T22:15:00.000Z,24.0,-1.5,4.217e-13,1.0
LINK-BNE-AGG-CENTRAL-01,2026-02-04T22:15:00.000Z,18.2,-1.2,9.315e-13,0.5
LINK-BNE-AGG-SOUTH-01,2026-02-04T22:15:00.000Z,33.9,-1.4,1.143e-12,1.3
LINK-SYD-MEL-FIBRE-01,2026-02-04T22:20:00.000Z,45.1,-2.4,2.770e-12,10.1
LINK-SYD-MEL-FIBRE-02,2026-02-04T22:20:00.000Z,21.9,-2.9,3.903e-12,3.6
LINK-SYD-BNE-FIBRE-01,2026-02-04T22:20:00.000Z,41.4,-2.5,1.473e-12,14.8
LINK-MEL-BNE-FIBRE-01,2026-02-04T22:20:00.000Z,36.1,-3.0,6.324e-12,16.0
LINK-SYD-AGG-NORTH-01,2026-02-04T22:20:00.000Z,38.9,-2.1,1.356e-12,0.5
LINK-SYD-AGG-SOUTH-01,2026-02-04T22:20:00.000Z,32.9,-1.3,1.180e-12,2.0
LINK-MEL-AGG-EAST-01,2026-02-04T22:20:00.000Z,30.6,-1.5,1.289e-12,0.5
LINK-MEL-AGG-WEST-01,2026-02-04T22:20:00.000Z,38.0,-1.5,8.876e-13,0.9
LINK-BNE-AGG-CENTRAL-01,2026-02-04T22:20:00.000Z,18.6,-1.6,5.125e-13,1.0
LINK-BNE-AGG-SOUTH-01,2026-02-04T22:20:00.000Z,23.6,-1.4,7.561e-13,0.5
LINK-SYD-MEL-FIBRE-01,2026-02-04T22:25:00.000Z,38.3,-2.7,6.433e-12,8.0
LINK-SYD-MEL-FIBRE-02,2026-02-04T22:25:00.000Z,18.0,-2.8,8.158e-12,9.5
LINK-SYD-BNE-FIBRE-01,2026-02-04T22:25:00.000Z,42.2,-2.6,2.450e-12,15.5
LINK-MEL-BNE-FIBRE-01,2026-02-04T22:25:00.000Z,39.0,-2.4,4.302e-12,13.5
LINK-SYD-AGG-NORTH-01,2026-02-04T22:25:00.000Z,34.0,-1.4,1.202e-12,0.9
LINK-SYD-AGG-SOUTH-01,2026-02-04T22:25:00.000Z,23.7,-1.5,1.234e-12,1.1
LINK-MEL-AGG-EAST-01,2026-02-04T22:25:00.000Z,35.1,-0.9,3.100e-12,1.0
LINK-MEL-AGG-WEST-01,2026-02-04T22:25:00.000Z,29.1,-1.7,8.851e-13,1.1
LINK-BNE-AGG-CENTRAL-01,2026-02-04T22:25:00.000Z,19.5,-1.5,9.910e-13,1.0
LINK-BNE-AGG-SOUTH-01,2026-02-04T22:25:00.000Z,9.4,-1.2,1.519e-12,1.0
LINK-SYD-MEL-FIBRE-01,2026-02-04T22:30:00.000Z,46.4,-3.1,3.107e-12,5.8
LINK-SYD-MEL-FIBRE-02,2026-02-04T22:30:00.000Z,25.9,-4.2,5.817e-12,8.8
LINK-SYD-BNE-FIBRE-01,2026-02-04T22:30:00.000Z,47.7,-2.9,7.449e-13,13.4
LINK-MEL-BNE-FIBRE-01,2026-02-04T22:30:00.000Z,38.5,-2.6,4.032e-12,12.3
LINK-SYD-AGG-NORTH-01,2026-02-04T22:30:00.000Z,32.1,-1.1,1.100e-12,0.5
LINK-SYD-AGG-SOUTH-01,2026-02-04T22:30:00.000Z,18.7,-1.5,5.174e-13,0.5
LINK-MEL-AGG-EAST-01,2026-02-04T22:30:00.000Z,34.8,-1.1,1.165e-12,0.5
LINK-MEL-AGG-WEST-01,2026-02-04T22:30:00.000Z,22.6,-1.6,5.762e-13,1.3
LINK-BNE-AGG-CENTRAL-01,2026-02-04T22:30:00.000Z,21.4,-1.7,5.304e-13,0.8
LINK-BNE-AGG-SOUTH-01,2026-02-04T22:30:00.000Z,16.5,-1.6,1.704e-12,0.8
LINK-SYD-MEL-FIBRE-01,2026-02-04T22:35:00.000Z,54.0,-3.3,5.010e-12,5.4
LINK-SYD-MEL-FIBRE-02,2026-02-04T22:35:00.000Z,22.2,-2.9,4.545e-12,5.0
LINK-SYD-BNE-FIBRE-01,2026-02-04T22:35:00.000Z,46.6,-2.7,2.093e-12,15.2
LINK-MEL-BNE-FIBRE-01,2026-02-04T22:35:00.000Z,37.4,-2.6,2.463e-13,2.2
LINK-SYD-AGG-NORTH-01,2026-02-04T22:35:00.000Z,33.9,-0.8,8.931e-13,0.5
LINK-SYD-AGG-SOUTH-01,2026-02-04T22:35:00.000Z,23.0,-1.5,1.197e-12,1.6
LINK-MEL-AGG-EAST-01,2026-02-04T22:35:00.000Z,24.9,-1.0,1.545e-12,1.2
LINK-MEL-AGG-WEST-01,2026-02-04T22:35:00.000Z,28.6,-1.7,4.892e-13,1.5
LINK-BNE-AGG-CENTRAL-01,2026-02-04T22:35:00.000Z,19.8,-1.5,9.501e-13,0.5
LINK-BNE-AGG-SOUTH-01,2026-02-04T22:35:00.000Z,22.4,-1.5,1.238e-12,1.4
LINK-SYD-MEL-FIBRE-01,2026-02-04T22:40:00.000Z,51.0,-2.7,2.335e-12,3.9
LINK-SYD-MEL-FIBRE-02,2026-02-04T22:40:00.000Z,32.1,-3.1,4.662e-12,8.2
LINK-SYD-BNE-FIBRE-01,2026-02-04T22:40:00.000Z,40.1,-2.2,3.782e-12,13.5
LINK-MEL-BNE-FIBRE-01,2026-02-04T22:40:00.000Z,36.9,-3.0,4.834e-12,8.2
LINK-SYD-AGG-NORTH-01,2026-02-04T22:40:00.000Z,37.1,-1.5,6.224e-13,0.7
LINK-SYD-AGG-SOUTH-01,2026-02-04T22:40:00.000Z,33.1,-1.6,2.130e-12,1.2
LINK-MEL-AGG-EAST-01,2026-02-04T22:40:00.000Z,40.1,-1.1,3.157e-12,0.7
LINK-MEL-AGG-WEST-01,2026-02-04T22:40:00.000Z,34.4,-1.7,1.703e-12,0.5
LINK-BNE-AGG-CENTRAL-01,2026-02-04T22:40:00.000Z,22.3,-1.0,1.169e-12,1.4
LINK-BNE-AGG-SOUTH-01,2026-02-04T22:40:00.000Z,24.0,-1.8,8.347e-13,1.3
LINK-SYD-MEL-FIBRE-01,2026-02-04T22:45:00.000Z,55.8,-3.8,5.851e-12,6.1
LINK-SYD-MEL-FIBRE-02,2026-02-04T22:45:00.000Z,25.9,-2.4,4.107e-12,6.4
LINK-SYD-BNE-FIBRE-01,2026-02-04T22:45:00.000Z,31.7,-2.5,9.976e-13,11.9
LINK-MEL-BNE-FIBRE-01,2026-02-04T22:45:00.000Z,37.3,-2.6,4.061e-12,12.3
LINK-SYD-AGG-NORTH-01,2026-02-04T22:45:00.000Z,36.0,-0.9,1.645e-12,0.5
LINK-SYD-AGG-SOUTH-01,2026-02-04T22:45:00.000Z,26.8,-1.5,3.288e-13,1.2
LINK-MEL-AGG-EAST-01,2026-02-04T22:45:00.000Z,40.0,-1.5,1.578e-12,0.6
LINK-MEL-AGG-WEST-01,2026-02-04T22:45:00.000Z,24.4,-1.1,2.271e-12,1.6
LINK-BNE-AGG-CENTRAL-01,2026-02-04T22:45:00.000Z,23.5,-1.3,1.224e-12,1.1
LINK-BNE-AGG-SOUTH-01,2026-02-04T22:45:00.000Z,24.3,-1.5,3.159e-13,1.2
LINK-SYD-MEL-FIBRE-01,2026-02-04T22:50:00.000Z,53.2,-3.3,5.775e-13,4.3
LINK-SYD-MEL-FIBRE-02,2026-02-04T22:50:00.000Z,29.3,-2.6,5.376e-12,6.3
LINK-SYD-BNE-FIBRE-01,2026-02-04T22:50:00.000Z,40.0,-2.6,2.077e-12,15.6
LINK-MEL-BNE-FIBRE-01,2026-02-04T22:50:00.000Z,40.6,-2.6,1.232e-12,14.0
LINK-SYD-AGG-NORTH-01,2026-02-04T22:50:00.000Z,24.6,-1.7,4.816e-13,0.9
LINK-SYD-AGG-SOUTH-01,2026-02-04T22:50:00.000Z,32.7,-2.1,1.588e-12,1.8
LINK-MEL-AGG-EAST-01,2026-02-04T22:50:00.000Z,34.8,-1.7,2.946e-12,0.6
LINK-MEL-AGG-WEST-01,2026-02-04T22:50:00.000Z,35.6,-1.4,1.000e-14,1.1
LINK-BNE-AGG-CENTRAL-01,2026-02-04T22:50:00.000Z,26.4,-1.4,1.150e-12,1.0
LINK-BNE-AGG-SOUTH-01,2026-02-04T22:50:00.000Z,19.7,-1.4,1.048e-12,1.4
LINK-SYD-MEL-FIBRE-01,2026-02-04T22:55:00.000Z,64.4,-2.9,3.872e-12,6.6
LINK-SYD-MEL-FIBRE-02,2026-02-04T22:55:00.000Z,18.6,-2.5,5.653e-12,3.1
LINK-SYD-BNE-FIBRE-01,2026-02-04T22:55:00.000Z,32.7,-2.7,1.623e-12,9.8
LINK-MEL-BNE-FIBRE-01,2026-02-04T22:55:00.000Z,29.8,-2.8,4.106e-12,15.8
LINK-SYD-AGG-NORTH-01,2026-02-04T22:55:00.000Z,28.3,-1.5,6.140e-13,1.5
LINK-SYD-AGG-SOUTH-01,2026-02-04T22:55:00.000Z,27.0,-1.6,7.189e-13,0.5
LINK-MEL-AGG-EAST-01,2026-02-04T22:55:00.000Z,40.0,-2.0,1.572e-12,1.1
LINK-MEL-AGG-WEST-01,2026-02-04T22:55:00.000Z,21.8,-0.5,8.193e-13,1.3
LINK-BNE-AGG-CENTRAL-01,2026-02-04T22:55:00.000Z,27.0,-1.3,1.167e-12,1.2
LINK-BNE-AGG-SOUTH-01,2026-02-04T22:55:00.000Z,22.0,-1.6,9.316e-13,1.0
LINK-SYD-MEL-FIBRE-01,2026-02-04T23:00:00.000Z,55.7,-2.4,4.156e-12,8.1
LINK-SYD-MEL-FIBRE-02,2026-02-04T23:00:00.000Z,31.2,-3.8,1.000e-14,11.0
LINK-SYD-BNE-FIBRE-01,2026-02-04T23:00:00.000Z,44.8,-3.4,3.170e-12,18.0
LINK-MEL-BNE-FIBRE-01,2026-02-04T23:00:00.000Z,38.4,-2.4,2.107e-12,16.0
LINK-SYD-AGG-NORTH-01,2026-02-04T23:00:00.000Z,22.6,-1.8,1.000e-14,1.2
LINK-SYD-AGG-SOUTH-01,2026-02-04T23:00:00.000Z,20.2,-1.7,3.851e-13,1.2
LINK-MEL-AGG-EAST-01,2026-02-04T23:00:00.000Z,43.0,-1.0,1.946e-12,1.0
LINK-MEL-AGG-WEST-01,2026-02-04T23:00:00.000Z,29.1,-1.7,6.080e-13,1.0
LINK-BNE-AGG-CENTRAL-01,2026-02-04T23:00:00.000Z,24.8,-1.2,9.998e-13,0.9
LINK-BNE-AGG-SOUTH-01,2026-02-04T23:00:00.000Z,15.4,-1.5,7.750e-13,0.5
LINK-SYD-MEL-FIBRE-01,2026-02-04T23:05:00.000Z,55.7,-2.5,3.315e-12,4.9
LINK-SYD-MEL-FIBRE-02,2026-02-04T23:05:00.000Z,24.8,-2.7,5.750e-12,6.0
LINK-SYD-BNE-FIBRE-01,2026-02-04T23:05:00.000Z,36.4,-1.7,1.228e-12,14.9
LINK-MEL-BNE-FIBRE-01,2026-02-04T23:05:00.000Z,29.4,-2.5,2.959e-12,17.3
LINK-SYD-AGG-NORTH-01,2026-02-04T23:05:00.000Z,26.1,-2.1,3.641e-13,1.6
LINK-SYD-AGG-SOUTH-01,2026-02-04T23:05:00.000Z,22.1,-1.6,9.869e-13,1.3
LINK-MEL-AGG-EAST-01,2026-02-04T23:05:00.000Z,32.1,-1.3,6.662e-13,0.7
LINK-MEL-AGG-WEST-01,2026-02-04T23:05:00.000Z,25.3,-1.2,2.218e-13,1.2
LINK-BNE-AGG-CENTRAL-01,2026-02-04T23:05:00.000Z,17.5,-1.5,7.416e-14,2.1
LINK-BNE-AGG-SOUTH-01,2026-02-04T23:05:00.000Z,18.8,-1.2,1.234e-12,0.5
LINK-SYD-MEL-FIBRE-01,2026-02-04T23:10:00.000Z,51.3,-2.2,4.071e-12,8.3
LINK-SYD-MEL-FIBRE-02,2026-02-04T23:10:00.000Z,23.5,-2.8,2.655e-12,9.1
LINK-SYD-BNE-FIBRE-01,2026-02-04T23:10:00.000Z,36.9,-2.6,3.412e-12,15.6
LINK-MEL-BNE-FIBRE-01,2026-02-04T23:10:00.000Z,39.0,-2.8,4.971e-12,15.5
LINK-SYD-AGG-NORTH-01,2026-02-04T23:10:00.000Z,34.0,-1.6,9.090e-13,0.7
LINK-SYD-AGG-SOUTH-01,2026-02-04T23:10:00.000Z,25.1,-1.4,5.109e-13,0.9
LINK-MEL-AGG-EAST-01,2026-02-04T23:10:00.000Z,22.9,-2.4,1.109e-12,1.4
