ReadingId,Timestamp,SensorId,SensorType,Value,Unit,Status
RD-20260204-946351,2026-02-04T18:50:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-10.9,dBm,NORMAL
RD-20260204-757649,2026-02-04T18:50:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-11.3,dBm,NORMAL
RD-20260204-252248,2026-02-04T18:50:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-9.9,dBm,NORMAL
RD-20260204-434092,2026-02-04T18:50:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-10.6,dBm,NORMAL
RD-20260204-125497,2026-02-04T18:50:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.6,dBm,NORMAL
RD-20260204-611931,2026-02-04T18:50:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-12.0,dBm,NORMAL
RD-20260204-013757,2026-02-04T18:50:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,33.9,°C,NORMAL
RD-20260204-748035,2026-02-04T18:50:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,44.0,%,NORMAL
RD-20260204-143349,2026-02-04T18:50:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,23.9,°C,NORMAL
RD-20260204-455915,2026-02-04T18:50:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,51.7,%,NORMAL
RD-20260204-590161,2026-02-04T18:50:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,36.1,°C,NORMAL
RD-20260204-810891,2026-02-04T18:55:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-10.0,dBm,NORMAL
RD-20260204-252422,2026-02-04T18:55:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-11.5,dBm,NORMAL
RD-20260204-093035,2026-02-04T18:55:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-10.9,dBm,NORMAL
RD-20260204-984371,2026-02-04T18:55:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,0.0,ratio,NORMAL
RD-20260204-830724,2026-02-04T18:55:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,0.0,ratio,NORMAL
RD-20260204-602466,2026-02-04T18:55:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-11.1,dBm,NORMAL
RD-20260204-423618,2026-02-04T18:55:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-10.9,dBm,NORMAL
RD-20260204-017393,2026-02-04T18:55:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-11.1,dBm,NORMAL
RD-20260204-236936,2026-02-04T18:55:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-9.9,dBm,NORMAL
RD-20260204-812248,2026-02-04T18:55:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-11.0,dBm,NORMAL
RD-20260204-861046,2026-02-04T18:55:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-10.1,dBm,NORMAL
RD-20260204-256257,2026-02-04T18:55:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,28.9,°C,NORMAL
RD-20260204-123641,2026-02-04T18:55:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,37.5,%,NORMAL
RD-20260204-251236,2026-02-04T18:55:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,34.4,°C,NORMAL
RD-20260204-192890,2026-02-04T18:55:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,34.1,%,NORMAL
RD-20260204-034090,2026-02-04T18:55:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,34.1,°C,NORMAL
RD-20260204-419093,2026-02-04T19:00:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-10.3,dBm,NORMAL
RD-20260204-052995,2026-02-04T19:00:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-11.7,dBm,NORMAL
RD-20260204-764711,2026-02-04T19:00:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-10.6,dBm,NORMAL
RD-20260204-472161,2026-02-04T19:00:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,0.0,ratio,NORMAL
RD-20260204-216174,2026-02-04T19:00:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,0.0,ratio,NORMAL
RD-20260204-748022,2026-02-04T19:00:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-9.8,dBm,NORMAL
RD-20260204-415912,2026-02-04T19:00:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-11.0,dBm,NORMAL
RD-20260204-029974,2026-02-04T19:00:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.2,dBm,NORMAL
RD-20260204-208902,2026-02-04T19:00:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-10.3,dBm,NORMAL
RD-20260204-555506,2026-02-04T19:00:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-9.8,dBm,NORMAL
RD-20260204-208865,2026-02-04T19:00:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-10.6,dBm,NORMAL
RD-20260204-667768,2026-02-04T19:00:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,31.0,°C,NORMAL
RD-20260204-828497,2026-02-04T19:00:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,34.0,%,NORMAL
RD-20260204-124427,2026-02-04T19:00:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,28.8,°C,NORMAL
RD-20260204-190357,2026-02-04T19:00:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,31.6,%,NORMAL
RD-20260204-340888,2026-02-04T19:00:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,33.7,°C,NORMAL
RD-20260204-712526,2026-02-04T19:05:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-9.5,dBm,NORMAL
RD-20260204-295023,2026-02-04T19:05:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-11.3,dBm,NORMAL
RD-20260204-929723,2026-02-04T19:05:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-11.6,dBm,NORMAL
RD-20260204-434098,2026-02-04T19:05:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,0.0,ratio,NORMAL
RD-20260204-150038,2026-02-04T19:05:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,0.0,ratio,NORMAL
RD-20260204-837886,2026-02-04T19:05:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-10.2,dBm,NORMAL
RD-20260204-512361,2026-02-04T19:05:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-10.7,dBm,NORMAL
RD-20260204-499374,2026-02-04T19:05:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.7,dBm,NORMAL
RD-20260204-185715,2026-02-04T19:05:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-10.8,dBm,NORMAL
RD-20260204-433807,2026-02-04T19:05:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.6,dBm,NORMAL
RD-20260204-278607,2026-02-04T19:05:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-9.9,dBm,NORMAL
RD-20260204-736979,2026-02-04T19:05:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,29.5,°C,NORMAL
RD-20260204-609196,2026-02-04T19:05:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,52.7,%,NORMAL
RD-20260204-278601,2026-02-04T19:05:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,35.5,°C,NORMAL
RD-20260204-128164,2026-02-04T19:05:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,36.3,%,NORMAL
RD-20260204-272744,2026-02-04T19:05:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,29.0,°C,NORMAL
RD-20260204-984861,2026-02-04T19:10:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-9.6,dBm,NORMAL
RD-20260204-686041,2026-02-04T19:10:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-12.8,dBm,NORMAL
RD-20260204-219869,2026-02-04T19:10:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-10.9,dBm,NORMAL
RD-20260204-131113,2026-02-04T19:10:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,0.0,ratio,NORMAL
RD-20260204-432046,2026-02-04T19:10:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,0.0,ratio,NORMAL
RD-20260204-310089,2026-02-04T19:10:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-10.8,dBm,NORMAL
RD-20260204-180865,2026-02-04T19:10:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-11.2,dBm,NORMAL
RD-20260204-278479,2026-02-04T19:10:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.8,dBm,NORMAL
RD-20260204-460952,2026-02-04T19:10:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-10.1,dBm,NORMAL
RD-20260204-260885,2026-02-04T19:10:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.6,dBm,NORMAL
RD-20260204-513340,2026-02-04T19:10:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-10.0,dBm,NORMAL
RD-20260204-863020,2026-02-04T19:10:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,27.2,°C,NORMAL
RD-20260204-046159,2026-02-04T19:10:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,26.7,%,NORMAL
RD-20260204-853160,2026-02-04T19:10:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,32.6,°C,NORMAL
RD-20260204-342585,2026-02-04T19:10:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,25.0,%,NORMAL
RD-20260204-645694,2026-02-04T19:10:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,39.7,°C,NORMAL
RD-20260204-028941,2026-02-04T19:15:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-10.3,dBm,NORMAL
RD-20260204-705188,2026-02-04T19:15:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-11.8,dBm,NORMAL
RD-20260204-261662,2026-02-04T19:15:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-10.8,dBm,NORMAL
RD-20260204-763124,2026-02-04T19:15:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,0.0,ratio,NORMAL
RD-20260204-250875,2026-02-04T19:15:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,0.0,ratio,NORMAL
RD-20260204-439673,2026-02-04T19:15:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-11.0,dBm,NORMAL
RD-20260204-684507,2026-02-04T19:15:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-10.4,dBm,NORMAL
RD-20260204-124074,2026-02-04T19:15:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-11.0,dBm,NORMAL
RD-20260204-277395,2026-02-04T19:15:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-10.6,dBm,NORMAL
RD-20260204-630745,2026-02-04T19:15:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-11.3,dBm,NORMAL
RD-20260204-624187,2026-02-04T19:15:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-10.3,dBm,NORMAL
RD-20260204-625026,2026-02-04T19:15:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,32.1,°C,NORMAL
RD-20260204-518369,2026-02-04T19:15:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,39.3,%,NORMAL
RD-20260204-299803,2026-02-04T19:15:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,33.4,°C,NORMAL
RD-20260204-872134,2026-02-04T19:15:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,35.9,%,NORMAL
RD-20260204-763916,2026-02-04T19:15:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,36.3,°C,NORMAL
RD-20260204-187241,2026-02-04T19:20:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-9.2,dBm,NORMAL
RD-20260204-888324,2026-02-04T19:20:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-12.4,dBm,NORMAL
RD-20260204-825250,2026-02-04T19:20:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-11.1,dBm,NORMAL
RD-20260204-780009,2026-02-04T19:20:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,0.0,ratio,NORMAL
RD-20260204-039448,2026-02-04T19:20:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,0.0,ratio,NORMAL
RD-20260204-580502,2026-02-04T19:20:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-11.1,dBm,NORMAL
RD-20260204-833958,2026-02-04T19:20:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-11.0,dBm,NORMAL
RD-20260204-452432,2026-02-04T19:20:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.3,dBm,NORMAL
RD-20260204-381276,2026-02-04T19:20:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-10.1,dBm,NORMAL
RD-20260204-876336,2026-02-04T19:20:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.3,dBm,NORMAL
RD-20260204-328353,2026-02-04T19:20:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-10.1,dBm,NORMAL
RD-20260204-435694,2026-02-04T19:20:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,35.5,°C,NORMAL
RD-20260204-185628,2026-02-04T19:20:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,46.6,%,NORMAL
RD-20260204-277633,2026-02-04T19:20:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,36.2,°C,NORMAL
RD-20260204-764347,2026-02-04T19:20:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,20.9,%,NORMAL
RD-20260204-340839,2026-02-04T19:20:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,27.3,°C,NORMAL
RD-20260204-608792,2026-02-04T19:25:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-9.3,dBm,NORMAL
RD-20260204-112718,2026-02-04T19:25:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-11.7,dBm,NORMAL
RD-20260204-113282,2026-02-04T19:25:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-11.3,dBm,NORMAL
RD-20260204-734733,2026-02-04T19:25:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,0.0,ratio,NORMAL
RD-20260204-625236,2026-02-04T19:25:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,0.0,ratio,NORMAL
RD-20260204-915979,2026-02-04T19:25:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-10.1,dBm,NORMAL
RD-20260204-703317,2026-02-04T19:25:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-11.9,dBm,NORMAL
RD-20260204-222367,2026-02-04T19:25:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.6,dBm,NORMAL
RD-20260204-365805,2026-02-04T19:25:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-10.2,dBm,NORMAL
RD-20260204-190041,2026-02-04T19:25:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-12.0,dBm,NORMAL
RD-20260204-125246,2026-02-04T19:25:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-10.2,dBm,NORMAL
RD-20260204-961200,2026-02-04T19:25:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,35.3,°C,NORMAL
RD-20260204-511187,2026-02-04T19:25:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,26.5,%,NORMAL
RD-20260204-682271,2026-02-04T19:25:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,33.4,°C,NORMAL
RD-20260204-237425,2026-02-04T19:25:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,13.6,%,NORMAL
RD-20260204-114007,2026-02-04T19:25:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,28.3,°C,NORMAL
RD-20260204-113668,2026-02-04T19:30:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-9.8,dBm,NORMAL
RD-20260204-762847,2026-02-04T19:30:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-12.7,dBm,NORMAL
RD-20260204-459507,2026-02-04T19:30:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-10.9,dBm,NORMAL
RD-20260204-416332,2026-02-04T19:30:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,0.0,ratio,NORMAL
RD-20260204-996459,2026-02-04T19:30:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,0.0,ratio,NORMAL
RD-20260204-953397,2026-02-04T19:30:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-10.8,dBm,NORMAL
RD-20260204-906908,2026-02-04T19:30:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-11.5,dBm,NORMAL
RD-20260204-532599,2026-02-04T19:30:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.2,dBm,NORMAL
RD-20260204-869793,2026-02-04T19:30:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-10.4,dBm,NORMAL
RD-20260204-764062,2026-02-04T19:30:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-9.4,dBm,NORMAL
RD-20260204-797048,2026-02-04T19:30:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-10.3,dBm,NORMAL
RD-20260204-224082,2026-02-04T19:30:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,36.2,°C,NORMAL
RD-20260204-724493,2026-02-04T19:30:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,30.5,%,NORMAL
RD-20260204-831141,2026-02-04T19:30:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,30.1,°C,NORMAL
RD-20260204-536721,2026-02-04T19:30:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,15.0,%,NORMAL
RD-20260204-634085,2026-02-04T19:30:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,33.3,°C,NORMAL
RD-20260204-625550,2026-02-04T19:35:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-10.3,dBm,NORMAL
RD-20260204-383545,2026-02-04T19:35:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-11.4,dBm,NORMAL
RD-20260204-768170,2026-02-04T19:35:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-11.1,dBm,NORMAL
RD-20260204-108013,2026-02-04T19:35:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,0.0,ratio,NORMAL
RD-20260204-092296,2026-02-04T19:35:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,0.0,ratio,NORMAL
RD-20260204-360875,2026-02-04T19:35:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-9.7,dBm,NORMAL
RD-20260204-857939,2026-02-04T19:35:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-11.7,dBm,NORMAL
RD-20260204-349951,2026-02-04T19:35:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.0,dBm,NORMAL
RD-20260204-661679,2026-02-04T19:35:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-11.1,dBm,NORMAL
RD-20260204-125304,2026-02-04T19:35:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.3,dBm,NORMAL
RD-20260204-840223,2026-02-04T19:35:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-10.3,dBm,NORMAL
RD-20260204-410791,2026-02-04T19:35:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,32.1,°C,NORMAL
RD-20260204-580084,2026-02-04T19:35:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,55.7,%,NORMAL
RD-20260204-940845,2026-02-04T19:35:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,31.5,°C,NORMAL
RD-20260204-052431,2026-02-04T19:35:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,35.0,%,NORMAL
RD-20260204-235789,2026-02-04T19:35:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,32.0,°C,NORMAL
RD-20260204-328914,2026-02-04T19:40:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-10.9,dBm,NORMAL
RD-20260204-420040,2026-02-04T19:40:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-11.8,dBm,NORMAL
RD-20260204-434130,2026-02-04T19:40:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-11.2,dBm,NORMAL
RD-20260204-496171,2026-02-04T19:40:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,0.0,ratio,NORMAL
RD-20260204-364750,2026-02-04T19:40:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,0.0,ratio,NORMAL
RD-20260204-553429,2026-02-04T19:40:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-10.1,dBm,NORMAL
RD-20260204-684925,2026-02-04T19:40:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-11.2,dBm,NORMAL
RD-20260204-102564,2026-02-04T19:40:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.1,dBm,NORMAL
RD-20260204-995796,2026-02-04T19:40:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-10.6,dBm,NORMAL
RD-20260204-423158,2026-02-04T19:40:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.6,dBm,NORMAL
RD-20260204-073693,2026-02-04T19:40:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-10.4,dBm,NORMAL
RD-20260204-140431,2026-02-04T19:40:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,28.4,°C,NORMAL
RD-20260204-395718,2026-02-04T19:40:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,26.6,%,NORMAL
RD-20260204-121995,2026-02-04T19:40:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,33.7,°C,NORMAL
RD-20260204-112596,2026-02-04T19:40:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,43.4,%,NORMAL
RD-20260204-794936,2026-02-04T19:40:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,37.2,°C,NORMAL
RD-20260204-457592,2026-02-04T19:45:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-9.9,dBm,NORMAL
RD-20260204-053642,2026-02-04T19:45:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-12.3,dBm,NORMAL
RD-20260204-517033,2026-02-04T19:45:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-10.8,dBm,NORMAL
RD-20260204-575074,2026-02-04T19:45:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,0.0,ratio,NORMAL
RD-20260204-439128,2026-02-04T19:45:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,0.0,ratio,NORMAL
RD-20260204-640051,2026-02-04T19:45:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-10.5,dBm,NORMAL
RD-20260204-466740,2026-02-04T19:45:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-11.3,dBm,NORMAL
RD-20260204-051521,2026-02-04T19:45:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.4,dBm,NORMAL
RD-20260204-875271,2026-02-04T19:45:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-10.8,dBm,NORMAL
RD-20260204-601885,2026-02-04T19:45:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.3,dBm,NORMAL
RD-20260204-290828,2026-02-04T19:45:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-10.5,dBm,NORMAL
RD-20260204-928916,2026-02-04T19:45:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,35.9,°C,NORMAL
RD-20260204-371240,2026-02-04T19:45:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,31.8,%,NORMAL
RD-20260204-315618,2026-02-04T19:45:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,34.6,°C,NORMAL
RD-20260204-373545,2026-02-04T19:45:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,40.7,%,NORMAL
RD-20260204-517216,2026-02-04T19:45:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,37.3,°C,NORMAL
RD-20260204-403906,2026-02-04T19:50:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-10.7,dBm,NORMAL
RD-20260204-580096,2026-02-04T19:50:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-12.1,dBm,NORMAL
RD-20260204-393580,2026-02-04T19:50:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-10.6,dBm,NORMAL
RD-20260204-549435,2026-02-04T19:50:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,0.0,ratio,NORMAL
RD-20260204-123215,2026-02-04T19:50:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,0.0,ratio,NORMAL
RD-20260204-467863,2026-02-04T19:50:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-9.8,dBm,NORMAL
RD-20260204-086651,2026-02-04T19:50:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-11.2,dBm,NORMAL
RD-20260204-443116,2026-02-04T19:50:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-11.0,dBm,NORMAL
RD-20260204-596337,2026-02-04T19:50:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-10.8,dBm,NORMAL
RD-20260204-844013,2026-02-04T19:50:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.7,dBm,NORMAL
RD-20260204-133611,2026-02-04T19:50:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-10.0,dBm,NORMAL
RD-20260204-074357,2026-02-04T19:50:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,34.4,°C,NORMAL
RD-20260204-609258,2026-02-04T19:50:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,53.1,%,NORMAL
RD-20260204-223861,2026-02-04T19:50:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,33.0,°C,NORMAL
RD-20260204-306747,2026-02-04T19:50:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,22.8,%,NORMAL
RD-20260204-167840,2026-02-04T19:50:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,36.5,°C,NORMAL
