AlertId,Timestamp,SourceNodeId,SourceNodeType,AlertType,Severity,Description,OpticalPowerDbm,BitErrorRate,CPUUtilPct,PacketLossPct
ALT-20260204-739615,2026-02-04T10:55:17.316Z,GNB-SYD-2042,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-1.7,5.651e-12,28.4,0.104
ALT-20260204-580335,2026-02-04T10:55:50.319Z,LINK-MEL-AGG-WEST-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-1.9,5.217e-12,27.3,0.467
ALT-20260204-929075,2026-02-04T10:56:44.249Z,LINK-BNE-AGG-SOUTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.2,7.198e-12,32.2,0.434
ALT-20260204-721067,2026-02-04T10:58:18.648Z,LINK-BNE-AGG-SOUTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-1.4,6.561e-12,33.4,0.001
ALT-20260204-903510,2026-02-04T11:02:31.600Z,GNB-SYD-2041,BaseStation,HIGH_CPU,MINOR,CPU utilisation 0.4% — brief convergence spike,-2.5,1.122e-11,34.5,0.001
ALT-20260204-811735,2026-02-04T11:04:34.343Z,LINK-SYD-MEL-FIBRE-02,TransportLink,HIGH_CPU,MINOR,CPU utilisation 1.2% — brief convergence spike,-2.5,6.324e-12,32.9,0.614
ALT-20260204-354046,2026-02-04T11:04:46.427Z,GNB-SYD-2043,BaseStation,HIGH_CPU,MINOR,CPU utilisation 0.6% — brief convergence spike,-3.0,2.122e-12,43.4,0.51
ALT-20260204-881678,2026-02-04T11:06:01.014Z,LINK-MEL-AGG-EAST-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.6,5.482e-12,41.9,0.112
ALT-20260204-792633,2026-02-04T11:06:23.014Z,LINK-SYD-AGG-NORTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.4,3.483e-12,50.6,0.274
ALT-20260204-289264,2026-02-04T11:06:50.271Z,LINK-SYD-BNE-FIBRE-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 0.7% — brief convergence spike,-2.9,9.889e-12,30.3,0.269
ALT-20260204-532533,2026-02-04T11:07:13.389Z,LINK-SYD-AGG-NORTH-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 0.5% — brief convergence spike,-1.8,7.942e-12,17.0,0.773
ALT-20260204-275167,2026-02-04T11:07:39.449Z,LINK-SYD-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.2,6.462e-12,54.4,0.15
ALT-20260204-866076,2026-02-04T11:08:23.879Z,LINK-SYD-AGG-SOUTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.15% — transient microloop,-3.3,8.052e-12,27.1,0.44
ALT-20260204-575077,2026-02-04T11:08:54.230Z,LINK-MEL-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.3,4.300e-12,31.1,0.62
ALT-20260204-788452,2026-02-04T11:11:24.216Z,LINK-MEL-AGG-WEST-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 0.8% — brief convergence spike,-1.9,1.184e-11,55.1,0.061
ALT-20260204-423380,2026-02-04T11:13:14.761Z,LINK-SYD-MEL-FIBRE-02,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.65% — transient microloop,-2.4,4.319e-12,46.6,0.356
ALT-20260204-775590,2026-02-04T11:13:48.285Z,LINK-MEL-AGG-WEST-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.41% — transient microloop,-2.3,6.984e-12,25.9,0.169
ALT-20260204-961540,2026-02-04T11:14:06.463Z,GNB-BNE-4011,BaseStation,HIGH_CPU,MINOR,CPU utilisation 0.5% — brief convergence spike,-3.0,4.922e-12,35.2,0.289
ALT-20260204-398637,2026-02-04T11:14:29.396Z,LINK-SYD-MEL-FIBRE-02,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.4,3.296e-12,24.3,0.317
ALT-20260204-855845,2026-02-04T11:15:25.652Z,LINK-SYD-BNE-FIBRE-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.91% — transient microloop,-3.6,6.715e-12,22.4,0.001
ALT-20260204-056268,2026-02-04T11:15:39.711Z,GNB-BNE-4012,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.11% — transient microloop,-3.1,5.811e-12,40.9,0.421
ALT-20260204-686497,2026-02-04T11:15:50.365Z,LINK-MEL-AGG-WEST-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 1.2% — brief convergence spike,-3.1,3.348e-12,41.8,0.357
ALT-20260204-269342,2026-02-04T11:15:57.765Z,GNB-SYD-2043,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.46% — transient microloop,-2.4,6.096e-12,44.1,0.001
ALT-20260204-682232,2026-02-04T11:16:29.165Z,GNB-MEL-3011,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.39% — transient microloop,-3.1,3.049e-12,30.4,0.045
ALT-20260204-839793,2026-02-04T11:20:08.543Z,LINK-MEL-BNE-FIBRE-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 0.4% — brief convergence spike,-2.3,8.402e-12,19.5,0.765
ALT-20260204-593128,2026-02-04T11:22:29.156Z,LINK-SYD-MEL-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.6,1.086e-11,26.4,0.654
ALT-20260204-316314,2026-02-04T11:22:58.042Z,GNB-BNE-4011,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-3.2,4.149e-12,40.3,0.242
ALT-20260204-696932,2026-02-04T11:23:50.583Z,GNB-BNE-4012,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.36% — transient microloop,-2.2,7.673e-12,23.1,0.646
ALT-20260204-927442,2026-02-04T11:24:58.583Z,LINK-MEL-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.3,6.063e-12,46.7,0.001
ALT-20260204-773834,2026-02-04T11:25:19.500Z,GNB-MEL-3011,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-3.4,3.612e-12,25.1,0.439
ALT-20260204-616259,2026-02-04T11:25:54.124Z,GNB-SYD-2041,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.1,7.352e-12,31.8,0.012
ALT-20260204-281672,2026-02-04T11:26:04.290Z,LINK-SYD-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.7,3.599e-12,52.4,0.168
ALT-20260204-146178,2026-02-04T11:26:20.469Z,LINK-MEL-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.0,4.529e-12,24.6,0.813
ALT-20260204-043546,2026-02-04T11:29:14.937Z,LINK-BNE-AGG-SOUTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-1.8,1.030e-11,36.8,0.001
ALT-20260204-078404,2026-02-04T11:29:24.540Z,LINK-SYD-BNE-FIBRE-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.37% — transient microloop,-3.0,8.622e-12,42.5,0.042
ALT-20260204-130276,2026-02-04T11:30:06.918Z,LINK-SYD-AGG-SOUTH-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 0.7% — brief convergence spike,-3.1,6.899e-12,10,0.077
ALT-20260204-967498,2026-02-04T11:31:32.063Z,LINK-MEL-AGG-WEST-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.2,6.789e-12,43.0,0.106
ALT-20260204-051847,2026-02-04T11:31:46.692Z,GNB-SYD-2043,BaseStation,HIGH_CPU,MINOR,CPU utilisation 0.9% — brief convergence spike,-2.6,4.572e-12,39.6,0.194
ALT-20260204-103609,2026-02-04T11:31:48.907Z,LINK-SYD-AGG-SOUTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.54% — transient microloop,-3.9,1.000e-14,31.4,0.071
ALT-20260204-984722,2026-02-04T11:31:52.553Z,LINK-SYD-BNE-FIBRE-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 0.7% — brief convergence spike,-3.6,1.021e-12,52.4,0.041
ALT-20260204-811039,2026-02-04T11:32:34.861Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 1.4% — brief convergence spike,-3.2,1.471e-12,39.0,0.486
ALT-20260204-295035,2026-02-04T11:33:35.817Z,GNB-SYD-2042,BaseStation,HIGH_CPU,MINOR,CPU utilisation 0.5% — brief convergence spike,-1.9,4.198e-12,53.2,0.001
ALT-20260204-366331,2026-02-04T11:34:02.541Z,LINK-MEL-AGG-EAST-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.4,1.369e-11,37.3,0.24
ALT-20260204-651687,2026-02-04T11:36:47.207Z,LINK-SYD-AGG-NORTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.10% — transient microloop,-2.8,3.457e-12,40.0,0.326
ALT-20260204-725212,2026-02-04T11:37:28.115Z,LINK-SYD-AGG-SOUTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.63% — transient microloop,-3.0,6.043e-12,28.8,0.515
ALT-20260204-244669,2026-02-04T11:37:45.974Z,LINK-SYD-MEL-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.5,4.517e-12,33.8,0.002
ALT-20260204-679104,2026-02-04T11:37:47.890Z,LINK-MEL-AGG-EAST-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.8,4.846e-12,24.3,0.029
ALT-20260204-201340,2026-02-04T11:42:16.676Z,GNB-SYD-2043,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.4,4.512e-12,31.2,0.352
ALT-20260204-253895,2026-02-04T11:45:59.821Z,LINK-SYD-AGG-SOUTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.4,3.573e-12,50.6,0.493
ALT-20260204-553221,2026-02-04T11:46:27.188Z,LINK-MEL-BNE-FIBRE-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 0.7% — brief convergence spike,-3.3,4.797e-12,42.6,0.167
ALT-20260204-327376,2026-02-04T11:48:14.031Z,GNB-SYD-2042,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.1,1.115e-11,10,0.131
ALT-20260204-330244,2026-02-04T11:49:52.849Z,LINK-SYD-AGG-NORTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.31% — transient microloop,-2.1,1.030e-11,23.1,0.001
ALT-20260204-212802,2026-02-04T11:50:18.065Z,LINK-SYD-MEL-FIBRE-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 0.5% — brief convergence spike,-2.1,4.114e-12,21.4,0.825
ALT-20260204-943219,2026-02-04T11:52:06.757Z,GNB-BNE-4011,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.4,6.334e-12,34.1,0.504
ALT-20260204-684673,2026-02-04T11:53:43.930Z,LINK-SYD-MEL-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.5,9.129e-12,37.8,0.285
ALT-20260204-441617,2026-02-04T11:56:22.356Z,GNB-SYD-2043,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.85% — transient microloop,-2.4,6.894e-12,35.9,0.572
ALT-20260204-066454,2026-02-04T11:57:22.479Z,GNB-SYD-2043,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-1.7,3.494e-12,52.6,0.199
ALT-20260204-628806,2026-02-04T12:00:22.210Z,LINK-SYD-MEL-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.6,4.551e-12,40.0,0.53
ALT-20260204-866964,2026-02-04T12:02:47.813Z,GNB-MEL-3012,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.6,1.000e-14,37.4,0.545
ALT-20260204-699141,2026-02-04T12:05:24.441Z,GNB-MEL-3021,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.94% — transient microloop,-3.2,7.899e-12,46.5,0.014
ALT-20260204-557536,2026-02-04T12:05:31.712Z,LINK-SYD-MEL-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-3.3,6.437e-12,16.5,0.233
ALT-20260204-403069,2026-02-04T12:06:06.450Z,GNB-BNE-4011,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.3,9.256e-13,21.4,0.43
ALT-20260204-601376,2026-02-04T12:06:36.570Z,LINK-BNE-AGG-SOUTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.45% — transient microloop,-2.4,4.763e-12,58.2,0.655
ALT-20260204-138236,2026-02-04T12:07:53.589Z,GNB-MEL-3012,BaseStation,HIGH_CPU,MINOR,CPU utilisation 1.0% — brief convergence spike,-2.2,4.271e-13,46.0,0.001
ALT-20260204-062460,2026-02-04T12:09:01.644Z,LINK-SYD-BNE-FIBRE-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.37% — transient microloop,-2.6,2.476e-13,40.4,0.646
ALT-20260204-141515,2026-02-04T12:09:17.653Z,LINK-MEL-AGG-WEST-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.35% — transient microloop,-2.3,3.616e-12,30.3,0.194
ALT-20260204-622994,2026-02-04T12:10:42.219Z,LINK-MEL-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.8,6.118e-12,29.9,0.733
ALT-20260204-492502,2026-02-04T12:11:02.541Z,LINK-SYD-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-4.0,7.550e-12,16.4,0.241
ALT-20260204-471075,2026-02-04T12:11:40.218Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.24% — transient microloop,-2.9,7.094e-12,40.3,0.212
ALT-20260204-072529,2026-02-04T12:12:42.190Z,GNB-SYD-2043,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.20% — transient microloop,-2.7,2.880e-12,31.6,0.658
ALT-20260204-970262,2026-02-04T12:12:46.012Z,GNB-BNE-4012,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-3.4,2.134e-12,21.3,0.275
ALT-20260204-641073,2026-02-04T12:13:23.973Z,LINK-SYD-MEL-FIBRE-02,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.8,6.067e-12,26.0,0.478
ALT-20260204-750475,2026-02-04T12:14:58.183Z,GNB-BNE-4012,BaseStation,HIGH_CPU,MINOR,CPU utilisation 1.1% — brief convergence spike,-2.8,2.518e-12,34.3,0.314
ALT-20260204-376985,2026-02-04T12:15:03.264Z,LINK-MEL-BNE-FIBRE-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.86% — transient microloop,-2.6,4.769e-12,23.1,0.497
ALT-20260204-336231,2026-02-04T12:15:45.687Z,LINK-MEL-AGG-WEST-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 1.1% — brief convergence spike,-2.6,5.287e-12,48.9,0.374
ALT-20260204-484864,2026-02-04T12:16:11.963Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.35% — transient microloop,-2.2,2.767e-12,33.9,0.001
ALT-20260204-083958,2026-02-04T12:17:11.927Z,LINK-MEL-AGG-WEST-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 0.3% — brief convergence spike,-2.8,6.710e-12,32.4,0.703
ALT-20260204-507615,2026-02-04T12:18:06.351Z,LINK-SYD-MEL-FIBRE-02,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.5,4.620e-12,27.3,0.025
ALT-20260204-122969,2026-02-04T12:20:06.454Z,GNB-MEL-3021,BaseStation,HIGH_CPU,MINOR,CPU utilisation 0.8% — brief convergence spike,-3.1,5.114e-12,37.5,0.265
ALT-20260204-342204,2026-02-04T12:20:58.014Z,GNB-BNE-4011,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.84% — transient microloop,-2.2,3.646e-12,34.7,0.334
ALT-20260204-099269,2026-02-04T12:21:57.258Z,GNB-BNE-4011,BaseStation,HIGH_CPU,MINOR,CPU utilisation 0.6% — brief convergence spike,-2.7,7.550e-12,35.0,0.439
ALT-20260204-658414,2026-02-04T12:23:06.595Z,GNB-BNE-4012,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.58% — transient microloop,-3.0,3.761e-12,58.8,0.645
ALT-20260204-102633,2026-02-04T12:23:22.830Z,LINK-SYD-AGG-NORTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.3,9.017e-12,47.0,1.101
ALT-20260204-256870,2026-02-04T12:24:03.441Z,LINK-SYD-AGG-NORTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.60% — transient microloop,-2.5,3.586e-12,21.0,0.347
ALT-20260204-017019,2026-02-04T12:27:35.935Z,GNB-MEL-3012,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.47% — transient microloop,-2.1,3.720e-12,22.4,0.222
ALT-20260204-848947,2026-02-04T12:30:29.820Z,GNB-SYD-2042,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.3,5.831e-12,68.0,0.001
ALT-20260204-481084,2026-02-04T12:30:49.710Z,LINK-SYD-AGG-SOUTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.00% — transient microloop,-2.7,1.000e-14,50.8,0.515
ALT-20260204-537112,2026-02-04T12:31:42.159Z,LINK-SYD-MEL-FIBRE-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.21% — transient microloop,-2.2,2.265e-12,58.4,0.465
ALT-20260204-883127,2026-02-04T12:31:54.706Z,GNB-BNE-4012,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.0,5.199e-12,63.7,0.756
ALT-20260204-792434,2026-02-04T12:32:35.142Z,GNB-MEL-3011,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.57% — transient microloop,-2.1,1.780e-12,51.1,0.001
ALT-20260204-838736,2026-02-04T12:32:56.955Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.2,5.659e-12,33.5,0.113
ALT-20260204-190000,2026-02-04T12:33:50.506Z,LINK-SYD-AGG-NORTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.6,4.943e-12,35.5,0.176
ALT-20260204-922932,2026-02-04T12:34:03.666Z,LINK-MEL-AGG-EAST-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 0.6% — brief convergence spike,-1.7,9.388e-12,16.2,0.234
ALT-20260204-743466,2026-02-04T12:34:48.475Z,LINK-MEL-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.8,4.584e-12,41.8,0.448
ALT-20260204-965287,2026-02-04T12:38:35.106Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 1.5% — brief convergence spike,-3.0,6.103e-12,32.1,0.381
ALT-20260204-163262,2026-02-04T12:40:47.069Z,LINK-SYD-BNE-FIBRE-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.89% — transient microloop,-3.0,1.000e-14,37.2,0.237
ALT-20260204-748613,2026-02-04T12:43:29.051Z,GNB-SYD-2042,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.47% — transient microloop,-3.5,5.153e-12,42.5,0.123
ALT-20260204-625295,2026-02-04T12:44:56.663Z,LINK-SYD-AGG-NORTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.89% — transient microloop,-4.0,8.683e-12,25.8,0.713
ALT-20260204-468534,2026-02-04T12:45:31.553Z,GNB-SYD-2041,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.4,1.038e-11,34.4,0.497
ALT-20260204-438301,2026-02-04T12:46:58.630Z,GNB-MEL-3011,BaseStation,HIGH_CPU,MINOR,CPU utilisation 0.9% — brief convergence spike,-2.6,6.296e-12,43.0,0.001
ALT-20260204-801116,2026-02-04T12:47:49.316Z,LINK-MEL-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.4,5.137e-12,40.4,0.557
ALT-20260204-051896,2026-02-04T12:47:57.896Z,LINK-BNE-AGG-SOUTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.6,6.987e-12,11.1,0.234
ALT-20260204-260538,2026-02-04T12:48:02.858Z,LINK-MEL-BNE-FIBRE-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.84% — transient microloop,-3.4,2.412e-12,46.3,0.036
ALT-20260204-999711,2026-02-04T12:51:52.624Z,GNB-SYD-2043,BaseStation,HIGH_CPU,MINOR,CPU utilisation 0.6% — brief convergence spike,-3.0,3.636e-12,28.0,0.66
ALT-20260204-124935,2026-02-04T12:53:04.075Z,LINK-SYD-MEL-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.0,3.892e-12,21.5,0.397
ALT-20260204-429213,2026-02-04T12:54:05.289Z,GNB-MEL-3021,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.1,2.999e-12,25.4,0.406
ALT-20260204-467515,2026-02-04T12:55:18.951Z,LINK-SYD-AGG-NORTH-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 0.5% — brief convergence spike,-3.1,3.168e-12,34.9,0.1
ALT-20260204-052901,2026-02-04T12:55:25.761Z,LINK-SYD-MEL-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.5,7.305e-12,39.4,0.001
ALT-20260204-159494,2026-02-04T13:01:17.957Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 0.6% — brief convergence spike,-3.3,8.178e-12,32.3,0.062
ALT-20260204-137502,2026-02-04T13:03:09.065Z,LINK-SYD-MEL-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.0,5.052e-12,50.8,0.074
ALT-20260204-280524,2026-02-04T13:03:35.286Z,GNB-SYD-2042,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.33% — transient microloop,-2.8,1.000e-14,41.9,0.25
ALT-20260204-604946,2026-02-04T13:05:56.232Z,GNB-MEL-3011,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.5,9.110e-12,34.6,0.452
ALT-20260204-181396,2026-02-04T13:07:19.251Z,GNB-MEL-3011,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.65% — transient microloop,-3.3,9.370e-12,30.9,0.643
ALT-20260204-568889,2026-02-04T13:09:30.068Z,GNB-BNE-4012,BaseStation,HIGH_CPU,MINOR,CPU utilisation 0.3% — brief convergence spike,-3.4,6.954e-12,56.3,0.524
ALT-20260204-573797,2026-02-04T13:10:41.016Z,GNB-SYD-2042,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.5,7.264e-12,51.8,0.082
ALT-20260204-288381,2026-02-04T13:11:27.003Z,GNB-MEL-3021,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.94% — transient microloop,-3.6,5.949e-12,36.4,0.172
ALT-20260204-880224,2026-02-04T13:13:18.947Z,GNB-BNE-4011,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.9,7.926e-12,54.7,0.661
ALT-20260204-845757,2026-02-04T13:16:20.916Z,GNB-MEL-3021,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.8,6.112e-12,38.0,0.102
ALT-20260204-864280,2026-02-04T13:16:41.968Z,LINK-BNE-AGG-SOUTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.7,5.741e-12,70.2,0.139
ALT-20260204-925462,2026-02-04T13:17:01.222Z,LINK-SYD-MEL-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.4,6.998e-12,50.4,0.574
ALT-20260204-211108,2026-02-04T13:17:42.796Z,LINK-MEL-AGG-EAST-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 1.0% — brief convergence spike,-2.9,2.160e-12,33.0,0.151
ALT-20260204-054784,2026-02-04T13:21:08.418Z,LINK-SYD-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-3.2,4.570e-12,38.8,0.016
ALT-20260204-108513,2026-02-04T13:21:40.247Z,GNB-MEL-3012,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.2,4.717e-12,20.8,0.764
ALT-20260204-887374,2026-02-04T13:22:09.222Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.5,7.482e-12,33.7,0.356
ALT-20260204-209279,2026-02-04T13:23:33.757Z,LINK-SYD-AGG-NORTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.7,1.087e-11,29.1,0.001
ALT-20260204-306708,2026-02-04T13:25:20.011Z,GNB-BNE-4012,BaseStation,HIGH_CPU,MINOR,CPU utilisation 0.7% — brief convergence spike,-2.8,4.187e-12,58.7,0.016
ALT-20260204-435342,2026-02-04T13:25:44.127Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 0.5% — brief convergence spike,-2.2,2.134e-12,35.5,0.334
ALT-20260204-278756,2026-02-04T13:26:06.448Z,GNB-MEL-3021,BaseStation,HIGH_CPU,MINOR,CPU utilisation 0.9% — brief convergence spike,-2.9,1.000e-14,49.0,0.25
ALT-20260204-162073,2026-02-04T13:27:34.134Z,LINK-MEL-AGG-EAST-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 0.3% — brief convergence spike,-3.3,4.648e-12,44.0,0.147
